,Unnamed: 0,PMID,abstract,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
81,81,22018396,"We aimed to study the relationship between sleep disorders and the type of substance use and the number of previous hospitalizations in patients admitted in a detoxification unit. We evaluated 150 drug-dependent inpatients with SCID-I. Patients were asked to complete an 11-item questionnaire measure (Likert scales from 1-minimum to 7-maximum) designed to assess the relationship between sleep disorders and drug use. 75.3% were men. 39% were alcoholic, 34,67% cocaine-users, 30% poly-drug users, 22.6% opioid, 18% benzodiazepine and 14% cannabis-dependent patients. 68.1% reported experiencing sleep problems. 80.1% related sleep disorders to drug consumption. Worry about sleep problems was found in all patients with previous hospitalizations (47.3%). This group experienced more insomnia than those who had never been hospitalized (43.7 vs 22.8%, P<.05). Poly-drug users perceived more sleep disorders (57.8 vs 24.3%, P<.05). Insomnia was referred by 61% of alcoholic patients. 86% of the sample used benzodiazepines, 75.4% used them without prescription. The perception of suffering from disordered sleep is frequent in drug addicts. Patients with poly-drug use and previous hospitalizations were the most affected. ",[Evaluation of sleep disorders in drug dependent inpatients],"Roncero C, Grau-López L, Díaz-Morán S, Miquel L, Martínez-Luna N, Casas M.",Med Clin (Barc). 2012 Apr 7;138(8):332-5. doi: 10.1016/j.medcli.2011.07.015. Epub 2011 Oct 20.,Roncero C,Med Clin (Barc),2012,2011/10/25,,,10.1016/j.medcli.2011.07.015
82,82,22074578,"Male patient 24 years old with a pituitary microadenoma and mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (cocaine, cannabis and alcohol) were treated with haloperidol (dopamine receptor blocker) 10 mg daily. In the last control, the patient presented mammary hypertrophy; laboratory testing and brain magnetic resonance imaging (MRI) was performed, reporting the presence of a pituitary microadenoma syndrome with hormonal alteration (Prolactin levels 28.4 ng/ml). Haloperidol, carbamazepine and levomepromazine were then discontinued. He was started on aripiprazole 15 mg po daily for 4 days; the dosage was then increased to 30 mg po daily, with Valproic Acid 500 mg po tid. After 3 weeks on aripiprazole, the mammary hypertrophy that had increased in the patient had resolved. After 10 weeks follow up of prolactin revealed a normal level, at 4.33 ng/ml. Insomnia, aggressiveness, irritability, visual, tactile and auditory hallucinations remained absent after treatment with aripiprazole which is not a first line drug in multiple drug use patient with psychosis. We also consider the correlation of drug use in patient with psychosis, haloperidol treatment, pituitary microadenoma syndrome, hyperprolactinemia, and dopamine D2- receptor partial agonist aripiprazole treatment. This article also summarizes some relevant patents. ",Pituitary microadenoma treated with antipsychotic drug aripiprazole,"Wix-Ramos RJ, Paez R, Capote E, Ezequiel U.",Recent Pat Endocr Metab Immune Drug Discov. 2011 Jan;5(1):58-60. doi: 10.2174/187221411794351905.,Wix-Ramos RJ,Recent Pat Endocr Metab Immune Drug Discov,2011,2011/11/15,,,10.2174/187221411794351905
83,83,32291715,"The use of marijuana for medical purposes is increasing in parallel with expanding legalization and decreased public perception of harm. Despite this increase in use, it is unclear which medical conditions patients are attempting to treat with marijuana and whether they are communicating with medical providers about their use. To understand the medical reasons for marijuana use, forms of marijuana used for medical purposes, and disclosure of use to physicians. National, probability-based online survey. The USA, 2017. 16,280 US adults. Proportion of US adults who agreed with a statement. A total of 9003 participants completed the survey (55% response rate). Five hundred ninety-one (7% of US adults) reported using marijuana for medical purposes. The most common medical reasons for marijuana use were anxiety (49%), insomnia (47%), chronic pain (42%), and depression (39%). The most common forms of use for all medical conditions were smoking and edibles, followed by vaping, concentrate, and topical. We found women were more likely to use marijuana for posttraumatic stress disorder, sleep, anxiety, and migraines. We did not find substantial variation in medical reasons for marijuana use by race. Among those using marijuana for medical purposes, 21% did not have a doctor. Among those with doctors, 33% did not inform them, 28% reported their doctor was neutral on their use, 32% reported their doctor was supportive, and 8% reported their doctor was not supportive. Those who lived in states where medical marijuana was illegal were less likely to disclose use to their doctor. The online format of the survey may have caused selection bias. Wording of the questions may have affected interpretation. Doctors were not queried directly, rather participants were asked about their perception of doctor attitudes. Americans are using marijuana to treat medical conditions despite lack of evidence of efficacy. ","Medical Reasons for Marijuana Use, Forms of Use, and Patient Perception of Physician Attitudes Among the US Population","Azcarate PM, Zhang AJ, Keyhani S, Steigerwald S, Ishida JH, Cohen BE.",J Gen Intern Med. 2020 Jul;35(7):1979-1986. doi: 10.1007/s11606-020-05800-7. Epub 2020 Apr 6.,Azcarate PM,J Gen Intern Med,2020,2020/04/16,PMC7352011,,10.1007/s11606-020-05800-7
84,84,8973068,"Cannabis use is common among adolescents and has recently been increasing, especially among young teenagers. Whether the reduction of cannabis in chronic heavy users results in a clinically significant withdrawal syndrome is controversial. This article presents three case vignettes supporting the view that chronic cannabis use by adolescents may result in a clinically significant withdrawal syndrome and that the associated physiological symptoms directly contribute to the persistent use of the substance. ",Case study: withdrawal syndrome in adolescent chronic cannabis users,"Duffy A, Milin R.",J Am Acad Child Adolesc Psychiatry. 1996 Dec;35(12):1618-21. doi: 10.1097/00004583-199612000-00013.,Duffy A,J Am Acad Child Adolesc Psychiatry,1996,1996/12/01,,,10.1097/00004583-199612000-00013
85,85,38414100,Point-of-collection testing (POCT) devices are widely used in roadside and workplace drug testing to identify recent cannabis use by measuring the presence of Δ ,Detection of Δ(9) -tetrahydrocannabinol (THC) in oral fluid using two point-of-collection testing devices following oral administration of a THC and cannabidiol containing oil,"Suraev A, McCartney D, Kevin R, Gordon R, Grunstein RR, Hoyos CM, McGregor IS.",Drug Test Anal. 2024 Feb 27. doi: 10.1002/dta.3658. Online ahead of print.,Suraev A,Drug Test Anal,2024,2024/02/28,,,10.1002/dta.3658
86,86,33602344,"Public and medical interest in cannabidiol (CBD) has been rising, and CBD is now available from various sources. Research into the effects of low-dose CBD on outcomes like stress, anxiety, and sleep problems have been scarce, so we conducted an online survey of CBD users to better understand patterns of use, dose, and self-perceived effects of CBD. The sample consisted of 387 current or past-CBD users who answered a 20-question online survey. The survey was sent out to CBD users through email databases and social media. Participants reported basic demographics, CBD use patterns, reasons for use, and effects on anxiety, sleep, and stress. The sample (N = 387) consisted of 61.2% females, mostly between 25 and 54 years old (72.2%) and primarily based in the UK (77.4%). The top 4 reasons for using CBD were self-perceived anxiety (42.6%), sleep problems (42.5%), stress (37%), and general health and wellbeing (37%). Fifty-four per cent reported using less than 50 mg CBD daily, and 72.6% used CBD sublingually. Adjusted logistic models show females had lower odds than males of using CBD for general health and wellbeing [OR 0.45, 95% CI 0.30-0.72] and post-workout muscle-soreness [OR 0.46, 95%CI 0.24-0.91] but had higher odds of using CBD for self-perceived anxiety [OR 1.60, 95% CI 0.02-2.49] and insomnia [OR 1.87, 95% CI 1.13-3.11]. Older individuals had lower odds of using CBD for general health and wellbeing, stress, post-workout sore muscles, anxiety, skin conditions, focusing, and sleep but had higher odds of using CBD for pain. Respondents reported that CBD use was effective for stress, sleep problems, and anxiety in those who used the drug for those conditions. This survey indicated that CBD users take the drug to manage self-perceived anxiety, stress, sleep, and other symptoms, often in low doses, and these patterns vary by demographic characteristics. Further research is required to understand how low doses, representative of the general user, might impact mental health symptoms like stress, anxiety, and sleep problems. ","Reasons for cannabidiol use: a cross-sectional study of CBD users, focusing on self-perceived stress, anxiety, and sleep problems","Moltke J, Hindocha C.",J Cannabis Res. 2021 Feb 18;3(1):5. doi: 10.1186/s42238-021-00061-5.,Moltke J,J Cannabis Res,2021,2021/02/19,PMC7893882,,10.1186/s42238-021-00061-5
87,87,29808787,"Non-psychotic affective symptoms are important components of psychotic syndromes. They are frequent and are now thought to influence the emergence of paranoia and hallucinations. Evidence supporting this model of psychosis comes from recent cross-fertilising epidemiological and intervention studies. Epidemiological studies identify plausible targets for intervention but must be interpreted cautiously. Nevertheless, causal inference can be strengthened substantially using modern statistical methods. Directed Acyclic Graphs were used in a dynamic Bayesian network approach to learn the overall dependence structure of chosen variables. DAG-based inference identifies the most likely directional links between multiple variables, thereby locating them in a putative causal cascade. We used initial and 18-month follow-up data from the 2000 British National Psychiatric Morbidity survey (N = 8580 and N = 2406). We analysed persecutory ideation, hallucinations, a range of affective symptoms and the effects of cannabis and problematic alcohol use. Worry was central to the links between symptoms, with plausible direct effects on insomnia, depressed mood and generalised anxiety, and recent cannabis use. Worry linked the other affective phenomena with paranoia. Hallucinations were connected only to worry and persecutory ideation. General anxiety, worry, sleep problems, and persecutory ideation were strongly self-predicting. Worry and persecutory ideation were connected over the 18-month interval in an apparent feedback loop. These results have implications for understanding dynamic processes in psychosis and for targeting psychological interventions. The reciprocal influence of worry and paranoia implies that treating either symptom is likely to ameliorate the other. ",Links between psychotic and neurotic symptoms in the general population: an analysis of longitudinal British National Survey data using Directed Acyclic Graphs,"Kuipers J, Moffa G, Kuipers E, Freeman D, Bebbington P.",Psychol Med. 2019 Feb;49(3):388-395. doi: 10.1017/S0033291718000879. Epub 2018 May 29.,Kuipers J,Psychol Med,2019,2018/05/30,,,10.1017/S0033291718000879
88,88,21763331,"Most recreational users of 3, 4-methylenedioxymethamphetamine (MDMA or ""ecstasy"") also take cannabis, in part because cannabis can reduce the dysphoric symptoms of the ecstasy come-down such as agitation and insomnia. Although previous animal studies have examined the acute effects of co-administering MDMA and Δ(9)-tetrahydrocannabinol (THC), which is the major psychoactive ingredient in cannabis, research on chronic exposure to this drug combination is lacking. Therefore, the present study was conducted to investigate the effects of chronic adolescent administration of both THC and MDMA on behavior and on regional serotonin transporter (SERT) binding and serotonin (5-HT) concentrations as indices of serotonergic system integrity. Male Sprague-Dawley rats were divided into four drug administration groups: (1) MDMA alone, (2) THC alone, (3) MDMA plus THC, and (4) vehicle controls. MDMA (2 × 10 mg/kg × 4 h) was administered every fifth day from postnatal day (PD) 35 to 60 to simulate intermittent recreational ecstasy use, whereas THC (5mg/kg) was given once daily over the same time period to simulate heavy cannabis use. THC unexpectedly produced a modest hyperthermic effect when administered alone, but in animals co-treated with both THC and MDMA, there was an attenuation of MDMA-induced hyperthermia on dosing days. Subsequent testing conducted after a drug washout period revealed that THC reduced MDMA-related behavioral changes in the emergence and social interaction tests of anxiety-like behavior and also blunted the MDMA-induced decrease in exploratory behavior in the hole-board test. THC additionally attenuated MDMA -induced decreases in 5-HT levels and in SERT binding in the frontal cortex, parietal cortex, and striatum, but not in the hippocampus. These results suggest that chronic co-administration of THC during adolescence can provide some protection against various adverse physiological, behavioral, and neurochemical effects produced by MDMA. ",Chronic administration of THC prevents the behavioral effects of intermittent adolescent MDMA administration and attenuates MDMA-induced hyperthermia and neurotoxicity in rats,"Shen EY, Ali SF, Meyer JS.",Neuropharmacology. 2011 Dec;61(8):1183-92. doi: 10.1016/j.neuropharm.2011.07.002. Epub 2011 Jul 13.,Shen EY,Neuropharmacology,2011,2011/07/19,PMC3189263,NIHMS315275,10.1016/j.neuropharm.2011.07.002
89,89,15762852,"To determine whether men and women with bipolar disorder differ in age of onset, course of illness, number of suicide attempts, comorbidity rates and symptom presentation. Data were collected from 211 (121 women; 90 men) adults using the Diagnostic Interview for Genetic Studies, medical records, and additional information gathered from relatives. Most gender comparisons showed no evidence of differences. Nonetheless, more men than women reported mania at the onset of bipolar I disorder. Men also had higher rates of comorbid alcohol abuse/dependence, cannabis abuse/dependence, pathological gambling and conduct disorder. Men were more likely to report 'behavioural problems' and 'being unable to hold a conversation' during mania. Women reported higher rates of comorbid eating disorders, and weight change, appetite change and middle insomnia during depression. Men and women were generally similar in their symptom presentation, age of onset of bipolar disorder, and in the total number of mood episodes. However, they differed in the type of episode at onset and comorbidity patterns. ","Gender differences in bipolar disorder: age of onset, course, comorbidity, and symptom presentation","Kawa I, Carter JD, Joyce PR, Doughty CJ, Frampton CM, Wells JE, Walsh AE, Olds RJ.",Bipolar Disord. 2005 Apr;7(2):119-25. doi: 10.1111/j.1399-5618.2004.00180.x.,Kawa I,Bipolar Disord,2005,2005/03/15,,,10.1111/j.1399-5618.2004.00180.x
90,90,4776660,,(-) Delta 9 THC as an hypnotic. An experimental study of three dose levels,"Cousens K, DiMascio A.",Psychopharmacologia. 1973 Dec 20;33(4):355-64. doi: 10.1007/BF00437513.,Cousens K,Psychopharmacologia,1973,1973/12/20,,,10.1007/BF00437513
91,91,31394352,"Several works have reported on the antiepileptic impact of cannabis-based preparations in patients with treatment-resistant epilepsy (TRE). However, current formulations suffer from low bioavailability and side effects. PTL-101, an oral formulation containing highly purified cannabidiol (CBD) embedded in seamless gelatin matrix beadlets was designed to enhance bioavailability and maintain a constant gastrointestinal transit time. This phase II, prospective study was open to pediatric patients with TRE on stable antiepileptic drugs' (AEDs) doses, who experienced ≥4 seizures within four weeks of enrolment and with a history of ≥4 AEDs failing to provide seizure control. Following a 4-week observation period, patients began a 2-week dose-titration phase (up to ≤25mg/kg or 450mg, the lower of the two), followed by a 10-week maintenance treatment period. Caregivers recorded seizure frequency, type, and severity and ranked their global impressions after 7 and 12weeks of treatment. Responders were those showing a ≥50% reduction from baseline monthly seizure frequency. Safety assessments monitored vital signs, adverse effects, physical and neurological exams, and laboratory tests. Sixteen patients (age: 9.1±3.4) enrolled in the study; 11 completed the full treatment program. The average maintenance dose was 13.6±4.2mg/kg. Patient adherence to treatment regimens was 96.3±9.9%. By the end of the treatment period, 81.9% and 73.4±24.6% (p<0.05) reductions from baseline median seizure count and monthly seizure frequency, respectively, were recorded. Responders' rate was 56%; two patients became fully seizure-free. By study end, 8 (73%) caregivers reported an improved/very much improved condition, and 9 (82%) reported reduced/very much reduced seizure severity. Most commonly reported treatment-related adverse effects were sleep disturbance/insomnia, (4 (25.0%) patients), followed by somnolence, increased seizure frequency, and restlessness (3 patients each (18.8%)). None were serious or severe, and all resolved. PTL-101 was safe and tolerable for use and demonstrated a potent seizure-reducing effect among pediatric patients with TRE. ","The safety, tolerability, and effectiveness of PTL-101, an oral cannabidiol formulation, in pediatric intractable epilepsy: A phase II, open-label, single-center study","Mitelpunkt A, Kramer U, Hausman Kedem M, Zilbershot Fink E, Orbach R, Chernuha V, Fattal-Valevski A, Deutsch L, Heffetz D, Sacks H.",Epilepsy Behav. 2019 Sep;98(Pt A):233-237. doi: 10.1016/j.yebeh.2019.07.007. Epub 2019 Aug 5.,Mitelpunkt A,Epilepsy Behav,2019,2019/08/09,,,10.1016/j.yebeh.2019.07.007
92,92,28341617,"Due to easy access and low cost, Internet-delivered therapies offer an attractive alternative to improving health. Although numerous websites contain health-related information, finding evidence-based programs (as demonstrated through randomized controlled trials, RCTs) can be challenging. We sought to bridge the divide between the knowledge gained from RCTs and communication of the results by conducting a global systematic review and analyzing the availability of evidence-based Internet health programs. The study aimed to (1) discover the range of health-related topics that are addressed through Internet-delivered interventions, (2) generate a list of current websites used in the trials which demonstrate a health benefit, and (3) identify gaps in the research that may have hindered dissemination. Our focus was on Internet-delivered self-guided health interventions that did not require real-time clinical support. A systematic review of meta-analyses was conducted using Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines (PROSPERO Registration Number CRD42016041258). MEDLINE via Ovid, PsycINFO, Embase, Cochrane Database of Systematic Reviews, and the Cumulative Index to Nursing and Allied Health Literature (CINAHL) were searched. Inclusion criteria included (1) meta-analyses of RCTs, (2) at least one Internet-delivered intervention that measured a health-related outcome, and (3) use of at least one self-guided intervention. We excluded group-based therapies. There were no language restrictions. Of the 363 records identified through the search, 71 meta-analyses met inclusion criteria. Within the 71 meta-analyses, there were 1733 studies that contained 268 unique RCTs which tested self-help interventions. On review of the 268 studies, 21.3% (57/268) had functional websites. These included evidence-based Web programs on substance abuse (alcohol, tobacco, cannabis), mental health (depression, anxiety, post-traumatic stress disorder [PTSD], phobias, panic disorders, obsessive compulsive disorder [OCD]), and on diet and physical activity. There were also evidence-based programs on insomnia, chronic pain, cardiovascular risk, and childhood health problems. These programs tended to be intensive, requiring weeks to months of engagement by the user, often including interaction, personalized and normative feedback, and self-monitoring. English was the most common language, although some were available in Spanish, French, Portuguese, Dutch, German, Norwegian, Finnish, Swedish, and Mandarin. There were several interventions with numbers needed to treat of <5; these included painACTION, Mental Health Online for panic disorders, Deprexis, Triple P Online (TPOL), and U Can POOP Too. Hyperlinks of the sites have been listed. A wide range of evidence-based Internet programs are currently available for health-related behaviors, as well as disease prevention and treatment. However, the majority of Internet-delivered health interventions found to be efficacious in RCTs do not have websites for general use. Increased efforts to provide mechanisms to host ""interventions that work"" on the Web and to assist the public in locating these sites are necessary. ",Internet-Delivered Health Interventions That Work: Systematic Review of Meta-Analyses and Evaluation of Website Availability,"Rogers MA, Lemmen K, Kramer R, Mann J, Chopra V.",J Med Internet Res. 2017 Mar 24;19(3):e90. doi: 10.2196/jmir.7111.,Rogers MA,J Med Internet Res,2017,2017/03/26,PMC5384996,,10.2196/jmir.7111
93,93,29054032,"Opioid substitution treatment (OST) is often continued long-term and, therefore, opioid-associated symptoms are of interest. Symptoms associated with methadone maintenance treatment (MMT) in men are well described, but there are fewer reports concerning symptoms associated with buprenorphine maintenance treatment (BMT) and very few reports among women. Recipients of BMT (n=113) and MMT (n=184), non-opioid users (n=105) and opioid users not receiving OST (n=87) completed the Patient Assessment of Constipation (PAC-SYM) and a general symptom checklist. Multivariate analysis included other potential moderators of opioid-associated symptoms. Opioid users reported a higher frequency and severity of symptoms than non-opioid users. Constipation, dry mouth, decreased appetite, sweating and fatigue were highly prevalent in the previous 30days (51-80%). Nausea, itchy skin, trouble urinating, menstrual problems, lightheadedness, blurred vision, heart racing were also common (30-50%). Non-OST opioid users had significantly higher frequency and severity than OST recipients of nausea, vomiting, diarrhoea, decreased appetite, sweating and itchy skin. Sweating was significantly more common in MMT than BMT. Constipation scores were higher in women, otherwise most sex differences were small. Higher PAC-SYM scores were associated with vomiting (OR=1.04) and sweating (OR=1.06). Cannabis use was associated with vomiting (OR=2.19). Constipation (OR=1.07), insomnia (OR=2.5) and depression (OR=2.82) were associated with fatigue. Men and women receiving OST report similarly high rates of somatic symptoms, though less than opioid users not receiving OST. There were few differences between BMT and MMT. Buprenorphine might be preferred where sweating is problematic. Several modifiable factors were identified. ",Constipation and other common symptoms reported by women and men in methadone and buprenorphine maintenance treatment,"Haber PS, Elsayed M, Espinoza D, Lintzeris N, Veillard AS, Hallinan R.",Drug Alcohol Depend. 2017 Dec 1;181:132-139. doi: 10.1016/j.drugalcdep.2017.09.024. Epub 2017 Oct 13.,Haber PS,Drug Alcohol Depend,2017,2017/10/21,,,10.1016/j.drugalcdep.2017.09.024
94,94,39436314,,Substance use and help seeking as coping behaviors among parents and unpaid caregivers of adults in the United States during the COVID-19 pandemic,"Varma P, DePadilla L, Czeisler MÉ, Rohan EA, Weaver MD, Quan SF, Robbins R, Patel CG, Melillo S, Drane A, Winnay SS, Lane RI, Czeisler CA, Howard ME, Rajaratnam SMW, Matjasko JL.",Am J Drug Alcohol Abuse. 2024 Oct 22:1-13. doi: 10.1080/00952990.2024.2394970. Online ahead of print.,Varma P,Am J Drug Alcohol Abuse,2024,2024/10/22,,,10.1080/00952990.2024.2394970
95,95,17994489,"After Sweden's zero-tolerance law came into force (1 July 1999), the number of cases of driving under the influence of drugs (DUID) submitted by the police for toxicological analysis increased more than 10-fold. This prompted an in-depth investigation into the kinds of drugs used by DUID offenders, whether licit or illicit, and the frequency of their occurrence. All blood samples from DUID suspects sent by the police for toxicological analysis over a 4-year period (2001-2004) were investigated (N = 22,777 cases). Specimens of blood or urine were subjected to a broad screening analysis by immunoassay methods aimed at detecting amphetamines, cannabis, opiates, cocaine metabolite, and the major benzodiazepines. All positive results from the screening stage were verified by use of more specific analytical methods (e.g., GC-MS, LC-MS, GC-FID, and GC-NPD). Between 80 and 85% of all the blood samples contained at least one banned substance and many contained two or more therapeutic and/or illicit drugs. About 15% of cases were negative for drugs, although these frequently (30-50%) contained ethanol above the legal limit for driving in Sweden, which is 0.20 mg/g (0.02 g%). Amphetamine was the most prominent illicit drug seen in 55-60% of cases either alone or together with other drugs of abuse. Stimulants like cocaine and/or its metabolite were infrequently encountered ( approximately 1.2% of cases). The next most prevalent illicit drug was cannabis, with positive results for tetrahydrocannabinol (THC) in blood either alone ( approximately 4%) or together with other psychoactive substances ( approximately 20%). Morphine, codeine, and/or 6-acetyl morphine were identified in approximately 2% of all DUID suspects, being indicative of heroin abuse. The major prescription drugs identified in blood were benzodiazepines (10%) as exemplified by diazepam, alprazolam, nitrazepam, and flunitrazepam. Drugs for treating insomnia, zolpidem and zopiclone, were also identified in blood samples from DUID suspects over the study period. Other therapeutic agents were encountered in only 1-2% of all cases. The dramatic increase in DUID after the zero-tolerance law came into force probably reflects enhanced police activity and more enthusiasm to apprehend and charge individuals for this offence. Illicit drugs, particularly amphetamine and cannabis, and poly-drug use were predominant compared with use of scheduled prescription drugs. The typical DUID offender in Sweden abuses central stimulants, particularly amphetamine, and has probably done so over many years. Options for treating offenders for their underlying substance abuse problem should be considered instead of the more conventional penalties for drug-impaired driving. ",Predominance of illicit drugs and poly-drug use among drug-impaired drivers in Sweden,"Holmgren A, Holmgren P, Kugelberg FC, Jones AW, Ahlner J.",Traffic Inj Prev. 2007 Dec;8(4):361-7. doi: 10.1080/15389580701329344.,Holmgren A,Traffic Inj Prev,2007,2007/11/13,,,10.1080/15389580701329344
96,96,8218433,"The problems in association with agoraphobia and social phobia were examined in an 11-year prospective longitudinal study of a Swiss cohort of young adults. The weighted prevalence rates according to DSM-III were 2.9% for agoraphobia and 3.8% for social phobia. Although the problem of agoraphobia was greater in females, an equal sex ratio was observed for social phobia. There was a significant degree of comorbidity between the two subtypes of phobia, with females exhibiting a significantly greater frequency of co-occurrence of both disorders than males. The course of the two disorders was quite similar. In general, subjects with both disorders reported a more severe course. Assessment of comorbidity of phobias and other disorders revealed that agoraphobia was most significantly associated with extended neurasthenia, sexual problems, and the consumption of cannabis. On the other hand, social phobia was associated with other disorders than agoraphobia, with the strongest associations emerging for simple phobia, extended insomnia, and alcohol abuse. These findings support the validity of the distinction between different subtypes of phobia. The longitudinal analysis revealed that also phobia in general was not stable at the diagnostic level phobic symptoms were quite persistent across time. ",The Zurich study. XX. Social phobia and agoraphobia,"Degonda M, Angst J.",Eur Arch Psychiatry Clin Neurosci. 1993;243(2):95-102. doi: 10.1007/BF02191571.,Degonda M,Eur Arch Psychiatry Clin Neurosci,1993,1993/01/01,,,10.1007/BF02191571
97,97,26228404,"There is ample data suggesting that individuals with bipolar disorder more frequently suffer from disturbed sleep even when euthymic. Since sleep is a process that is crucial for affective homeostasis, disturbed sleep in healthy individuals may be a risk factor for the subsequent onset of bipolar disorder. Utilizing data from a large cohort of adolescents and young adults, this study tests the hypothesis that disturbed sleep constitutes a risk factor for the later onset of bipolar disorder. A representative community sample of N = 3021 adolescents and young adults (baseline age 14-24) was assessed using the standardized Composite International Diagnostic Interview and followed-up prospectively up to 3 times over up to 10 years. Disturbed sleep at baseline was quantified utilizing the corresponding items from the self-report inventory SCL-90-R. The compound value (insomnia-score) as an ordinal parameter for the severity of sleep disturbances was used to assess associations with the incidence of bipolar disorder among participants free of major mental disorder at baseline (N = 1943) using odds ratios (OR) from logistic regressions. Analyses were adjusted for age, gender, parental mood disorder and lifetime alcohol or cannabis dependence. Poor sleep quality significantly increased the risk for the subsequent development of bipolar disorder (OR = 1.75; p = 0.001). Regarding individual sleep items, trouble falling asleep and early morning awakening were predictive for the subsequent onset of bipolar disorder. Disturbed sleep in persons otherwise free of major mental disorders appears to confer an increased risk for the subsequent onset of bipolar disorder. ",Disturbed sleep as risk factor for the subsequent onset of bipolar disorder--Data from a 10-year prospective-longitudinal study among adolescents and young adults,"Ritter PS, Höfler M, Wittchen HU, Lieb R, Bauer M, Pfennig A, Beesdo-Baum K.",J Psychiatr Res. 2015 Sep;68:76-82. doi: 10.1016/j.jpsychires.2015.06.005. Epub 2015 Jun 16.,Ritter PS,J Psychiatr Res,2015,2015/08/01,,,10.1016/j.jpsychires.2015.06.005
98,98,21985036,"We examined the associations between substance use (cigarette smoking, alcohol drinking, and cannabis use) and psychosocial characteristics at the individual and family levels among adolescents of the Seychelles, a rapidly developing small island state in the African region. A school survey was conducted in a representative sample of 1432 students aged 11-17 years from all secondary schools. Data came from a self-administered anonymous questionnaire conducted along a standard methodology (Global School-based Health Survey, GSHS). Risk behaviors and psychosocial characteristics were dichotomized. Association analyses were adjusted for a possible classroom effect. The prevalence of cigarette smoking, alcohol drinking and cannabis use was higher in boys than in girls and increased with age. Age-adjusted and multivariate analyses showed that several individual level characteristics (e.g. suicidal ideation and truancy) and family level characteristics (e.g. poor parental monitoring) were associated with substance use among students. Our results suggest that health promotion programs should simultaneously address multiple risk behaviors and take into account a wide range of psychosocial characteristics of the students at the individual and family levels. ",Association between substance use and psychosocial characteristics among adolescents of the Seychelles,"Alwan H, Viswanathan B, Rousson V, Paccaud F, Bovet P.",BMC Pediatr. 2011 Oct 11;11:85. doi: 10.1186/1471-2431-11-85.,Alwan H,BMC Pediatr,2011,2011/10/12,PMC3198680,,10.1186/1471-2431-11-85
99,99,30367795,"Introduction Early adolescence is a critical period usually associated with experimentation with illicit substances. In Tunisia few studies explored these risk behaviors among young adolescents. Aims To evaluate the prevalence and the predictors of the use of illicit substances among the young adolescents of Sousse. Methods A cross-sectional study was conducted in the region of Sousse, Tunisia during the 2013/2014 school year among 4272 schoolchildren in 16 public middle schools. Data about psychosocial characteristics and risk behaviors among the schoolchildren, their parents, their siblings and their friends were collected anonymously using a self-administrated questionnaire. Results Females represented 50.5% of participants. The mean age of schoolchildren was 13.3 (±1.2) years. Lifetime illicit substances use prevalence was 2.9% [confidence interval (CI) 95%: (2.4%-3.4%)] and lifetime use of tobacco prevalence was 12.9% [CI 95%: (11.9%-13.9%)]. The age of tobacco onset was significantly younger to the age of experimentation with illicit substances. Insomnia, sadness and illicit substances use among peers were associated with illicit substances use among participants. While the most influential risk factor on illicit substances use was current cigarette smoking with an adjusted odds ratio (OR) of 7.2 [CI 95%: (4.5-11.2)]. Conclusion A national substances use prevention program should be implemented in the schools of Tunisia with an emphasis on tobacco use prevention. ","Tobacco use: the main predictor of illicit substances use among young adolescents in Sousse, Tunisia","Zammit N, Maatoug J, Ghammam R, Bhiri S, Ghannem H.",Int J Adolesc Med Health. 2018 Oct 24;32(5). doi: 10.1515/ijamh-2017-0213.,Zammit N,Int J Adolesc Med Health,2018,2018/10/28,,,10.1515/ijamh-2017-0213
100,100,27005874,"To explore health problems and the accessing of health services by frequent legal high users under an interim regulated legal market in central Auckland. Frequent legal high users (monthly+) were recruited from outside eight randomly-selected, licensed, legal high stores in central Auckland from 23 April-7 May, 2014. Eligible participants were emailed a unique invitation to complete an on-line survey; 105 completed the survey. Twenty-seven percent had suffered mental illness during their lifetimes. Eighty percent used synthetic cannabinoids (SC), and 20% 'party pills'. Forty-seven percent of SC users used daily or more often. Other drugs used included alcohol (80%), cannabis (59%), 'ecstasy' (18%) and methamphetamine (15%). Fifty-eight percent of SC users were classified as SC dependent. The most common problems reported from SC use were: insomnia (29%); 'vomiting/nausea' (25%); 'short temper/agitation' (21%); 'anxiety' (21%); 'strange thoughts' (16%); and 'heart palpitations' (14%). The health services most commonly accessed by SC users were: a 'doctor/GP' (9%); 'counsellor' (9%); 'DrugHelp/MethHelp' websites (7%); 'Alcohol & Drug Helpline' (4%); 'ambulance' (3%); 'A&E' (3%); and hospitalisation (3%). Frequent use of interim licensed SC products was associated with health problems, including dependency. Further research is required to determine the health risks of these products. ",An exploratory study of the health harms and utilisation of health services of frequent legal high users under the interim regulated legal high market in central Auckland,"Wilkins C, Prasad J, Wong KC, Rychert M, Graydon-Guy T.",N Z Med J. 2016 Mar 11;129(1431):51-8.,Wilkins C,N Z Med J,2016,2016/03/24,,,
