,Unnamed: 0_x,PMID,abstract,Unnamed: 0_y,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
766,766,10547104,"We investigated the capability of color Doppler sonography in evaluating acute osteomyelitis in children. Twelve children suspected of having osteomyelitis were evaluated with color Doppler ultrasonography at admission and at regular intervals to observe the inflammatory process of osteomyelitis, determine the response of antibiotic therapy, and predict the need of surgery in these patients. At admission, color Doppler flow within or around the infected periosteum was found in patients with symptoms for 4 days or longer, whereas those with symptoms for less than 4 days showed no color Doppler flow within and around the periosteum. During sonographic follow-up, six cases were found to have increased color Doppler vascular flow within and around the affected periosteum, and two of them had periosteal abscess. They eventually required surgical treatment. Persistent or increased color Doppler flow during follow-up examination correlated with elevated serum levels of C-reactive protein as well. Our study indicated that color Doppler vascular flow within or around the infected periosteum correlated with advanced acute osteomyelitis, and surgery usually was required in these patients. Those with early stage acute osteomyelitis usually showed no vascular flow within or around the infected periosteum. Thus, color Doppler sonography allowed detection of advanced osteomyelitis and revealed the progression of inflammation during antibiotic therapy. Color Doppler ultrasonography might be valuable in determining the efficacy of antibiotic therapy and justifying the need for operation. ",766,Color Doppler ultrasonographic evaluation of osteomyelitis in children,"Chao HC, Lin SJ, Huang YC, Lin TY.",J Ultrasound Med. 1999 Nov;18(11):729-34; quiz 735-6. doi: 10.7863/jum.1999.18.11.729.,Chao HC,J Ultrasound Med,1999,1999/11/05,,,10.7863/jum.1999.18.11.729
767,767,10966279,"To determine the validity of five indicators (color, pH, and concentrations of bilirubin, pepsin, and trypsin in aspirated gastrointestinal secretions) in predicting postpyloric placement of feeding tubes in critically ill children. Prospective, observational study. University teaching hospital. A total of 96 gastrointestinal aspirates were obtained from 53 children requiring placement of a nasoenteric feeding tube. Feeding tubes were aspirated by applying suction with a 20-mL syringe. Repeat aspirates from the same patient were obtained on different days. All aspirations were performed within 30 mins of obtaining a radiograph to assess tube position. Aspirates were inspected visually for color. pH and bilirubin concentrations were determined at the bedside by using reagent strips. Pepsin and trypsin concentrations were measured spectrophotometrically in a research laboratory. The sensitivity, specificity, predictive values, and efficiency for each indicator and their 95% confidence intervals were determined based on the position of the feeding tube on the radiograph. Aspirate pH > or =6 had the lowest positive predictive value (76%, range 67% to 85%) but high negative predictive value (94%, range 89% to 99%) for determining postpyloric positioning of the feeding tube. Bilirubin concentration > or =5 mg/dL (> or =86 micromol/L) had the highest positive predictive value (96%, range 91% to 100%) and lowest negative predictive value (88%, range 81% to 95%). Overall efficiency was best for the appearance of a clear yellow aspirate color (93%, range 88% to 98%), pepsin concentration < or =20 microg/mL (94%, range 89% to 99%), and trypsin concentration > or =50 microg/mL (94%, range 89% to 99%). Simple bedside assessment of gastrointestinal aspirate color, pH, and bilirubin concentration is useful for predicting feeding tube position. Use of these tests may reduce the number of radiographic studies needed to confirm postpyloric positioning. Laboratory-determined pepsin and trypsin concentrations predict tube position with a high degree of accuracy. Development of simple and inexpensive bedside tests for the detection of gastrointestinal enzymes may be useful. ",767,Indicators of postpyloric feeding tube placement in children,"Gharpure V, Meert KL, Sarnaik AP, Metheny NA.",Crit Care Med. 2000 Aug;28(8):2962-6. doi: 10.1097/00003246-200008000-00046.,Gharpure V,Crit Care Med,2000,2000/08/31,,,10.1097/00003246-200008000-00046
768,768,16887310,"Probing into myocardial connexin (Cx) 43 expression in the cases of sudden death due to dilated cardiomyopathy (DCM) and relationship between Cx43 expression and sudden death. Myocardial Cx43 was detected with immunohistochemical staining in the cases of 11 sudden death caused by DCM and 14 cases of control group who died of violent reasons and other diseases, which were autopsied in our department from 1997 to 2003. Of 11 cases of DCM, there were 10 men and 1 woman with ranging in age from 7 to 49 years old (x (37.8) years old for 9 adult cases). Of 14 cases in the control group, there were 10 men and 4 women with ranging in age from 11 to 53 years old (x (29.9) years old for 11 adult cases). Myocardial Cx43 expression was obviously decreased in DCM group. Positive dyeing spots were different in size, distribution, color and disparity, some of them were distributed in the form of particle. Obvious change had not been observed in the cases of control group or with only slight changes in coloring degree and expressive area. The quantitative data showed that there was significant difference between two groups (p=0.0075) about Cx43 expressive area, but there was no difference between the left and right ventricles (p>0.05) in each group itself. And there was not difference between the two groups about average optical density of expression. Myocardial Cx43 expression is obviously reduced in the patients with DCM who die suddenly. The alteration of quantity and distribution of myocardial Cx43 expression is probably related to sudden death of the patients with DCM. ",768,Myocardial Cx43 expression in the cases of sudden death due to dilated cardiomyopathy,"Chen X, Zhang Y.",Forensic Sci Int. 2006 Oct 16;162(1-3):170-3. doi: 10.1016/j.forsciint.2006.06.044. Epub 2006 Aug 2.,Chen X,Forensic Sci Int,2006,2006/08/05,,,10.1016/j.forsciint.2006.06.044
769,769,23573888,"Cases of rare-earth magnet ingestions have been increasingly reported in the literature. However, these descriptions have focused on the severity of the injuries, rather than the clinical presentation and/or therapeutic approach. We report a series of eight children, ranging in age from 2 to 10 years, who ingested powerful rare-earth magnets. The rare-earth magnets were marketed in 2009 under the trade name Buckyballs(®) (Maxfield & Oberton, New York, NY). They are about 5 mm in size, spherical, and brightly colored, making them appealing for young children to play with and place in their mouths. Three children presented within hours of ingestion, and the magnets were successfully removed via endoscopy in two, whereas the third child required laparoscopy. No fistulas were found in these children. A fourth child presented 2 days after ingestion with evidence of bowel wall erosion, but without fistula formation; the magnets were removed via laparoscopy. A fifth child ingested nine magnets in a ring formation, which were removed via colonoscopy without evidence of injury or fistula formation. The three remaining children presented late (5-8 days after ingestion) and were found to have associated fistulas. They were treated successfully with a combination of endoscopy and laparoscopy with fluoroscopy. None of the children in our series required an open surgical procedure. All children were discharged home without complications. This case series highlights the potential dangers of rare-earth magnet ingestion in children. Our experience suggests that prompt intervention using minimally invasive approaches can lead to successful outcomes. ",769,Successful treatment of rare-earth magnet ingestion via minimally invasive techniques: a case series,"Kosut JS, Johnson SM, King JL, Garnett G, Woo RK.",J Laparoendosc Adv Surg Tech A. 2013 Apr;23(4):405-8. doi: 10.1089/lap.2012.0461.,Kosut JS,J Laparoendosc Adv Surg Tech A,2013,2013/04/12,,,10.1089/lap.2012.0461
770,770,14238875,,770,OBSERVATIONS ON THE DRAINAGE ANGLE IN MAN AND RHESUS MONKEY: A CONCEPT OF THE PATHOGENESIS OF CHRONIC SIMPLE GLAUCOMA. A LIGHT AND ELECTRON MICROSCOPIC STUDY,FINE BS.,Invest Ophthalmol. 1964 Dec;3:609-46.,FINE BS,Invest Ophthalmol,1964,1964/12/01,,,
771,771,1924806,"Experience with color Doppler imaging (CDI) during 16 pediatric intraoperative and one percutaneous neuro-radiologic procedures was reviewed to assess whether CDI increased the success rate or decreased the procedure time, thus contributing substantially to procedure performance. Intraoperative CDI was used to rapidly identify abnormal vessels or displacement of normal vessels and correlated with preoperative studies. In six cases (four vascular malformations, one mycotic aneurysm, and one hamartoma), surgical resection was altered on the basis of flow information obtained. In one case of percutaneous embolization of a Galenic malformation, CDI provided information contributing to the cessation of the procedure. In six cases (debulking of three gliomas, resection of one vascular malformation, and two biopsies of nonneoplastic conditions), information was added but did not alter the surgical approach. In the remaining four cases (three cerebrospinal fluid drainage procedures, one posterior fossa decompression), no additional information was obtained. Consultation among the ultrasound staff, neuroradiologists, and neurosurgeons before the operative procedure maximized the usefulness of CDI, thus aiding in the success of surgery. ",771,Color Doppler US imaging during pediatric neurosurgical and neuroradiologic procedures,"Barr LL, Babcock DS, Crone KR, Berger TS, Ball WS, Prenger EC.",Radiology. 1991 Nov;181(2):567-71. doi: 10.1148/radiology.181.2.1924806.,Barr LL,Radiology,1991,1991/11/01,,,10.1148/radiology.181.2.1924806
772,772,2923443,"Five children, aged 3 to 11 years, developed a distinctive perioral, perinasal, and periorbital rash, consisting of tiny, closely spaced, flesh-colored ""micronodules."" Histopathologic examination in all five cases revealed upper dermal and perifollicular granulomas admixed with lymphocytes. There were no associated systemic abnormalities. The lesions resolved after months to years, leaving no scars. We propose that this condition is a form of perioral dermatitis with granulomatous histologic features, which can be distinguished from sarcoidosis and other facial eruptions in childhood both on clinical and histologic grounds. ",772,Granulomatous perioral dermatitis in children,"Frieden IJ, Prose NS, Fletcher V, Turner ML.",Arch Dermatol. 1989 Mar;125(3):369-73.,Frieden IJ,Arch Dermatol,1989,1989/03/01,,,
773,773,25845667,"Endothelial progenitor cells (EPCs), a newly identified cell type, are bone marrow-derived progenitor cells that co-express stem cell markers and vascular endothelial growth factor (VEGF) receptor (Flk-1). In this study, a double-color immunofluorescence analysis was carried out using anti-CD34 and anti-Flk-1 antibodies to examine the time-dependent appearance of EPCs, using 52 human skin wounds with different wound ages (Group I, 0-1 days; Group II, 2-6 days; Group III, 7-14 days; and Group IV, 17-21 days). In wound specimens with an age of less than one day, CD34(+)/Flk-1(+) EPCs were not detected. EPCs were initially observed in wounds aged two days, and their number was increased in lesions with advances in wound age. In morphometrical analysis, the average number of EPCs was the highest in the wounds of Group III. Especially, 20 out of 21 wounds aged 7-12 days had >20 EPCs, and all wound samples with postinfliction intervals of 14-21 days had <15 EPCs. These observations at least showed that >20 EPCs would indicate a wound age of 7-12 days. Taken together, our observations indicate the detection of EPCs would be useful for wound age determination. ",773,Detection of endothelial progenitor cells in human skin wounds and its application for wound age determination,"Ishida Y, Kimura A, Nosaka M, Kuninaka Y, Shimada E, Yamamoto H, Nishiyama K, Inaka S, Takayasu T, Eisenmenger W, Kondo T.",Int J Legal Med. 2015 Sep;129(5):1049-54. doi: 10.1007/s00414-015-1181-7. Epub 2015 Apr 7.,Ishida Y,Int J Legal Med,2015,2015/04/08,,,10.1007/s00414-015-1181-7
774,774,22981304,"Neurobehavioral tests are among the most efficient methods of identifying the adverse health effects of neurotoxicants. The reliability of neurobehavioral tests may be affected by racial or cultural backgrounds, but the widely used computerized neurobehavioral tests have been developed and standardized for Western children. It is thus necessary to assess the reliability of the existing computerized neurobehavioral tests for Korean children. For this reason, 254 healthy 7- to 8-year-old Korean children completed a neurobehavioral test-retest, with the test and retest held two months apart. Six neurobehavioral test items adapted from Korean Computerized Neurobehavioral Tests (KCNT) and modified to match the children's ability levels: Simple Reaction Time, Choice Reaction Time, Color Word Vigilance, Addition, Symbol Digit, and Finger Tapping Speed. The test reliability was assessed using the Pearson product-moment correlation coefficient (r) and the intraclass correlation coefficient (ICC). The ICCs ranged from 0.46 to 0.84 and were very similar to the Pearson coefficients. High reliability was detected in Symbol Digit (r=0.84, ICC=0.83), followed by the Finger Tapping Speed of the dominant hand (r=0.67, ICC=0.67) and of the non-dominant hand (r=0.65, ICC=0.65). The study findings suggest that the reliability of most computerized neurobehavioral tests is appropriate for epidemiological researches on Korean children, and that Symbol Digit and Finger Tapping Speed are more satisfactory bases for the periodic examination of neurobehavioral performance. These findings can also be useful in the future assembly of a neurobehavioral test battery, by providing more stable neurobehavioral test items for Korean children. ",774,Evaluation of reliability of computerized neurobehavioral tests in Korean children,"Lee KS, Jeon MJ, Hwang TY, Kim CY, Sakong J.",Neurotoxicology. 2012 Oct;33(5):1362-7. doi: 10.1016/j.neuro.2012.08.013. Epub 2012 Sep 7.,Lee KS,Neurotoxicology,2012,2012/09/18,,,10.1016/j.neuro.2012.08.013
775,775,33190639,"Severe anemia is common and frequently fatal for hospitalized patients in limited-resource settings. Lack of access to low-cost, accurate, and rapid diagnosis of anemia impedes the delivery of life-saving care and appropriate use of the limited blood supply. The WHO Haemoglobin Colour Scale (HCS) is a simple low-cost test but frequently inaccurate. AnemoCheck-LRS (limited-resource settings) is a rapid, inexpensive, color-based point-of-care (POC) test optimized to diagnose severe anemia. Deidentified whole blood samples were diluted with plasma to create variable hemoglobin (Hb) concentrations, with most in the severe (≤ 7 g/dL) or profound (≤ 5 g/dL) anemia range. Each sample was tested with AnemoCheck-LRS and WHO HCS independently by three readers and compared to Hb measured by an electronic POC test (HemoCue 201 For 570 evaluations within the limits of detection of AnemoCheck-LRS (Hb ≤ 8 g/dL), the average difference between AnemoCheck-LRS and measured Hb was 0.5 ± 0.4 g/dL. In contrast, the WHO HCS overestimated Hb with an absolute difference of 4.9 ± 1.3 g/dL for samples within its detection range (Hb 4-14 g/dL, n = 405). AnemoCheck-LRS was much more sensitive (92%) for the diagnosis of profound anemia than WHO HCS (22%). AnemoCheck-LRS is a rapid, inexpensive, and accurate POC test for anemia. AnemoCheck-LRS is more accurate than WHO HCS for detection of low Hb levels, severe anemia that may require blood transfusion. AnemoCheck-LRS should be tested prospectively in limited-resource settings where severe anemia is common, to determine its utility as a screening tool to identify patients who may require transfusion. ",775,"AnemoCheck-LRS: an optimized, color-based point-of-care test to identify severe anemia in limited-resource settings","Perez-Plazola MS, Tyburski EA, Smart LR, Howard TA, Pfeiffer A, Ware RE, Lam WA, McGann PT.",BMC Med. 2020 Nov 16;18(1):337. doi: 10.1186/s12916-020-01793-6.,Perez-Plazola MS,BMC Med,2020,2020/11/16,PMC7667733,,10.1186/s12916-020-01793-6
776,776,27858722,"As well as obtaining confirmation of the magnocellular system involvement in developmental dyslexia (DD); the aim was primarily to search for a possible involvement of the parvocellular system; and, furthermore, to complete the assessment of the visual chromatic axis by also analysing the koniocellular system. Visual evoked potentials (VEPs) in response to achromatic stimuli with low luminance contrast and low spatial frequency, and isoluminant red/green and blue/yellow stimuli with high spatial frequency were recorded in 10 dyslexic children and 10 age- and sex-matched, healthy subjects. Dyslexic children showed delayed VEPs to both achromatic stimuli (magnocellular-dorsal stream) and isoluminant red/green and blue/yellow stimuli (parvocellular-ventral and koniocellular streams). To our knowledge, this is the first time that a dysfunction of colour vision has been brought to light in an objective way (i.e., by means of electrophysiological methods) in children with DD. These results give rise to speculation concerning the need for a putative approach for promoting both learning how to read and/or improving existing reading skills of children with or at risk of DD. The working hypothesis would be to combine two integrated interventions in a single programme aimed at fostering the function of both the magnocellular and the parvocellular streams. ",776,Defective chromatic and achromatic visual pathways in developmental dyslexia: Cues for an integrated intervention programme,"Bonfiglio L, Bocci T, Minichilli F, Crecchi A, Barloscio D, Spina DM, Rossi B, Sartucci F.",Restor Neurol Neurosci. 2017;35(1):11-24. doi: 10.3233/RNN-160636.,Bonfiglio L,Restor Neurol Neurosci,2017,2016/11/19,,,10.3233/RNN-160636
777,777,28450694,"BACKGROUND The diagnosis of post-liver transplant biliary strictures (BS) requires a high degree of clinical suspicion because of the diversity of symptoms and usually mild clinical presentation. If quickly treated, successful outcome is achieved most cases. The aim of our study was to analyze the value of diagnostic methods in BS after pediatric LTx. MATERIAL AND METHODS We retrospectively reviewed clinical data of children with BS after liver transplantation, with the main focus on diagnostic methods, including imaging studies and histology. All patients underwent endoscopic, transhepatic, or surgical treatment of the stricture. RESULTS Sixty-seven patients after LTx performed at the median age of 9.1 years (0.4-18) developed BS, mostly within the first 12 months (40%). Laboratory findings at diagnosis were: bilirubin 4.65 (5.8±SD), GGTP 434 (382.9±SD), and ALT 126.5 (116.8±SD); 16 patients presented with bilirubin level <1 mg% and 4 with GGTP below 100 IU. Ultrasound scan (USS) visualized dilatation of the bile ducts in 53 (79%) patients. Overall sensitivity of hepatobiliary scintigraphy (HBS) was 93%, with dilatation of bile ducts in 69% and impaired excretion in 68% of patients. MRCP showed 100% accuracy in detecting biliary dilatation and a stricture was visualized in 39%. Liver histology was consistent with biliary obstruction in 66%. Treatment of BS was successful in the majority of cases, with 89% graft survival. CONCLUSIONS Non-invasive investigations are highly sensitive in post-transplant BS and should play the key role in diagnostic algorithms. ",777,Diagnostic Approach in Biliary Strictures After Pediatric Liver Transplantation,"Jarzębicka D, Czubkowski P, Kamińska A, Markiewicz-Kijewska M, Nowak K, Broniszczak D, Dądalski M, Jankowska I, Pawłowska J.",Ann Transplant. 2017 Apr 28;22:257-264. doi: 10.12659/aot.901931.,Jarzębicka D,Ann Transplant,2017,2017/04/29,,,10.12659/aot.901931
778,778,29356106,"The tongue is covered by fungiform, filiform and circumvallate papillae. Fungiform papillae may be mainly pigmented in dark-skinned individuals. A single-centre study aimed to examine the clinical and dermoscopic features of pigmented fungiform papulae of the tongue (PFPT) in children, and a concise review of the literature has been performed. The clinical and anamnestic data of eight children affected by PFPT visited at the Pediatric Dermatology Unit of Bologna between 2010 and 2017, and a systemic review of all studies of PFPT published on PubMed up to 31 August 2017 has been collected and analysed. The results of our data were consistent with the literature review: dark brown to black coloured pinhead papules or bumps were observed in all cases of PFPT, and three types of clinical patterns have been detected. Moreover, the dermoscopic examination showed a cobblestone-like distribution and rose petal pattern. PFPT could be associated with hyperpigmentation of other sites such as the proximal nail folds and gums, and an intrafamiliar transmission is also possible. Clinical and dermoscopic features of PFPT may help clinicians to recognize this ethnic, acquired and benign condition. ",778,Pigmented fungiform lingual papillae: dermoscopic and clinical features,"Chessa MA, Patrizi A, Sechi A, Virdi A, Leuzzi M, Neri I.",J Eur Acad Dermatol Venereol. 2018 Jun;32(6):935-939. doi: 10.1111/jdv.14809. Epub 2018 Feb 19.,Chessa MA,J Eur Acad Dermatol Venereol,2018,2018/01/23,,,10.1111/jdv.14809
779,779,26804751,"Vesicoureteral reflux is the most common urinary tract abnormality in children. Although voiding cystourethrography is the gold standard for diagnosing reflux, this approach is invasive. We evaluated color Doppler ultrasound measurement of ureteral jet angle as a noninvasive screening tool for detecting reflux. We retrospectively evaluated 125 children (250 renal units) who presented with urinary tract infections or hydronephrosis. All patients underwent color Doppler ultrasonography and voiding cystourethrography. Ureteral jet angle was measured as angle between the direction of the ureteral jet and interureteral ridge. Reflux was diagnosed in 80 patients (117 renal units). Mean ± SD ureteral jet angle was significantly greater in refluxing units (67.9 ± 18.7 degrees) than in nonrefluxing units (47.8 ± 17.3 degrees, p <0.0001). Angle value in each reflux grade became significantly greater according to grade (p <0.0001). Overall ability of ureteral jet angle to detect grade III to V and grade IV/V reflux, as given by the area under the receiver operating characteristic curve, was 0.81 and 0.88, respectively. A cutoff angle of 55 degrees or greater detected grade III to V and grade IV/V reflux with a sensitivity of 85.5% and 94.7%, respectively. A cutoff angle of 70 degrees or greater diagnosed grade IV/V reflux with a sensitivity of 81.6% and a specificity of 82.7%. Color Doppler ultrasound measurement of ureteral jet angle represents a simple and noninvasive method that is applicable as a screening tool to detect high grade vesicoureteral reflux in children. ",779,Color Doppler Ultrasound Evaluation of Ureteral Jet Angle to Detect Vesicoureteral Reflux in Children,"Asanuma H, Matsui Z, Satoh H, Asai N, Nukui C, Aoki Y, Mizuno R, Oya M.",J Urol. 2016 Jun;195(6):1877-82. doi: 10.1016/j.juro.2016.01.055. Epub 2016 Jan 22.,Asanuma H,J Urol,2016,2016/01/26,,,10.1016/j.juro.2016.01.055
780,780,34303784,"Structural racism-the ways that institutional policies, practices, and other norms operate to create and sustain race-based inequities ",780,Advancing Antiracism in Community-Based Research Practices in Early Childhood and Family Mental Health,"Lane A Jr, Gavins A, Watson A, Domitrovich CE, Oruh CM, Morris C, Boogaard C, Sherwood C, Sharp DN, Charlot-Swilley D, Coates EE, Mathis E, Avent G, Robertson H, Le HN, Williams JC, Hawkins J, Patterson J, Ouyang JX, Hartz KA, Beers LS, Cole L, Biel MG, Bodrick NI, Bravo N, Baylor RS, Arbit R, Zuskov SF, Hoffman SB, McPherson SKL, Singh S, Greer SE, Banks-Mackey SN, Caleb S, Thomas S, Brent T, Spencer T.",J Am Acad Child Adolesc Psychiatry. 2022 Jan;61(1):15-22. doi: 10.1016/j.jaac.2021.06.018. Epub 2021 Jul 22.,Lane A Jr,J Am Acad Child Adolesc Psychiatry,2022,2021/07/25,,,10.1016/j.jaac.2021.06.018
781,781,27987066,"Whole exome sequencing (WES) is an integral tool in the diagnosis of genetic conditions in pediatric patients, but concerns have been expressed about the complexity of the information and the possibility for secondary findings that need to be conveyed to those deciding about WES. Currently, there is no validated tool to assess parental understanding of WES. We developed and implemented a survey to assess perceived and actual understanding of WES in parents who consented to clinical WES for their child between July 2013 and May 2015. Fifty-three eligible surveys were returned (57% response rate). Areas with both low perceived and actual understanding about WES included how genes are analyzed and lack of protection against life insurance discrimination. Parents also had low actual understanding for two questions related to secondary findings - reporting of secondary findings in a parent (if tested) and whether secondary findings can be related to traits such as height and hair color. Further work to develop a validated tool to assess understanding of WES would be beneficial as WES is integrated more frequently into clinical care. ",781,Pediatric Whole Exome Sequencing: an Assessment of Parents' Perceived and Actual Understanding,"Tolusso LK, Collins K, Zhang X, Holle JR, Valencia CA, Myers MF.",J Genet Couns. 2017 Aug;26(4):792-805. doi: 10.1007/s10897-016-0052-9. Epub 2016 Dec 16.,Tolusso LK,J Genet Couns,2017,2016/12/18,,,10.1007/s10897-016-0052-9
782,782,31393232,"Declarative memory is supported by distributed brain networks in which the medial-temporal lobes (MTLs) and pFC serve as important hubs. Identifying the unique and shared contributions of these regions to successful memory performance is an active area of research, and a growing literature suggests that these structures often work together to support declarative memory. Here, we present data from a context-dependent relational memory task in which participants learned that individuals belonged in a single room in each of two buildings. Room assignment was consistent with an underlying contextual rule structure in which male and female participants were assigned to opposite sides of a building and the side assignment switched between buildings. In two experiments, neural correlates of performance on this task were evaluated using multiple neuroimaging tools: diffusion tensor imaging (Experiment 1), magnetic resonance elastography (Experiment 1), and functional MRI (Experiment 2). Structural and functional data from each individual modality provided complementary and consistent evidence that the hippocampus and the adjacent white matter tract (i.e., fornix) supported relational memory, whereas the ventromedial pFC/OFC (vmPFC/OFC) and the white matter tract connecting vmPFC/OFC to MTL (i.e., uncinate fasciculus) supported memory-guided rule use. Together, these data suggest that MTL and pFC structures differentially contribute to and support contextually guided relational memory. ",782,Structural and Functional MRI Evidence for Distinct Medial Temporal and Prefrontal Roles in Context-dependent Relational Memory,"Schwarb H, Johnson CL, Dulas MR, McGarry MDJ, Holtrop JL, Watson PD, Wang JX, Voss JL, Sutton BP, Cohen NJ.",J Cogn Neurosci. 2019 Dec;31(12):1857-1872. doi: 10.1162/jocn_a_01454. Epub 2019 Aug 8.,Schwarb H,J Cogn Neurosci,2019,2019/08/09,PMC7028347,NIHMS1557098,10.1162/jocn_a_01454
783,783,36427663,,783,Retrospective review of pediatric patch testing results in skin of color,"Young K, Collis RW, Sheinbein D, Shope C, Suresh T, Tam I, Snyder A, Cotton C, Hunt R, Goldenberg A, Goldminz A, Lugo-Somolinos A, Grisham E, Martin KL, Sandhu M, Eichenfield D, Sprague J, Kleinman E, Sum K, Chen JK, Teng J, Aquino MR, Plante J, Franca K, Onate A, Udrizar P, Liszewski W, Yu J.",J Am Acad Dermatol. 2023 Apr;88(4):953-954. doi: 10.1016/j.jaad.2022.11.031. Epub 2022 Nov 24.,Young K,J Am Acad Dermatol,2023,2022/11/25,,,10.1016/j.jaad.2022.11.031
784,784,33031354,"To determine the feasibility of having caregivers assist in recognition of clinical deterioration in children hospitalized with febrile illness in a resource-limited setting. Single-center, prospective, interventional pilot study. General pediatric wards at Kenyatta National Hospital, Nairobi, Kenya's largest public tertiary-care hospital. Children hospitalized with acute febrile illness, accompanied by caregivers available at the bedside for 24 hours soon after hospital admission. Caregivers were trained to recognize signs of critical illness using the Family-Assisted Severe Febrile Illness Therapy tool, which quantifies patients' work of breathing, mental status, and perfusion, producing color-coded flags to signal illness severity. Caregivers' Family-Assisted Severe Febrile Illness Therapy assessments were compared with healthcare professional assessments and to established Pediatric Early Warning Scores (PEWS). An initial study stage was followed by refinement of training and a larger second stage with intervention/control arms. A total of 107 patient/caregiver pairs were enrolled in the interventional arm; 106 caregivers underwent Family-Assisted Severe Febrile Illness Therapy training and were included in the analysis. Patient characteristics included median age 1.1 years (0.2-10 yr), 55 (52%) female, and diagnoses: pneumonia (64 [60%]), meningitis (38 [36%]), gastroenteritis (24 [23%]), and malaria (21 [20%]). Most caregivers had primary (34 [32%]) or secondary (53 [50%]) school education. Fourteen of 106 patients (13%) died during their stay, six within 2 days. Across all severity levels, caregiver Family-Assisted Severe Febrile Illness Therapy assessments matched professionals in 87% and 94% for stages 1 and 2, respectively. Caregiver Family-Assisted Severe Febrile Illness Therapy assessments had a moderate to strong correlation with coinciding Pediatric Early Warning Scores and were sensitive to life-threatening deterioration: for all six patients who died within 2 days of admission, caregiver assessment reached the highest alert level. Caregiver involvement in recognition of critical illness in hospitalized children in low-resource settings may be feasible. This may facilitate earlier detection of clinical deterioration where staffing is severely limited by constrained resources. Further validation of the Family-Assisted Severe Febrile Illness Therapy tool is warranted, followed by its application in a larger multisite patient population to assess provider response and associated clinical outcomes. ",784,Feasibility of Family-Assisted Severity of Illness Monitoring for Hospitalized Children in Low-Income Settings,"von Saint Andre-von Arnim AO, Kumar RK, Oron AP, Nguyen QP, Mutonga DM, Zimmerman J, Walson JL.",Pediatr Crit Care Med. 2021 Feb 1;22(2):e115-e124. doi: 10.1097/PCC.0000000000002582.,von Saint Andre-von Arnim AO,Pediatr Crit Care Med,2021,2020/10/08,,,10.1097/PCC.0000000000002582
785,785,9292874,"The diagnosis of diffuse axonal injury (DAI), which may be of considerable importance in forensic medicine, necessitates widespread sampling of the brain for histology. Because a limited sampling method for screening brains for axonal damage would be of value for medico-legal work, the authors have tested the findings of an earlier study which suggested that a standard set of three blocks from above and below the tentorium could reliably be used in routine practice as a basis for the diagnosis of DAI. A series of 22 previously diagnosed cases of DAI, with a range of survival times, was studied using immunohistochemistry with antibodies to beta-amyloid precursor protein (beta APP), the microglial-associated antigen CD68 (PG-M1) and for GFAP. Strict histological criteria were used to assess traumatic damage, and the evolution of the histological changes with increasing survival is described. In four cases, the sampling scheme employed yielded evidence of axonal damage in only one block, and a diagnosis of DAI could have been made in only 13/22 cases. In six of the shortest surviving cases, beta APP positivity in the corpus callosum and brainstem outlined areas of early ischaemia, as well as of traumatic damage, so that interpretation of immunolabelling was not always clearcut The findings suggest that DAI cannot be reliably diagnosed on a restricted number of blocks from vulnerable areas, and that the use of beta APP and PG-M1 immunocytochemistry may bring interpretative problems that can only be resolved by taking a larger series of tissue samples for histology. ",785,The diagnosis of diffuse axonal injury: implications for forensic practice,"Geddes JF, Vowles GH, Beer TW, Ellison DW.",Neuropathol Appl Neurobiol. 1997 Aug;23(4):339-47.,Geddes JF,Neuropathol Appl Neurobiol,1997,1997/08/01,,,
786,786,18812731,"The noninvasive assessment of cardiac function during mechanical circulatory support is challenging because conventional markers (like ejection fraction) are significantly load-dependent. Yet loading conditions are abnormal and change during support and weaning process. Tissue Doppler and strain rate imaging are echocardiographic techniques that permit quantitation of regional wall motion. Peak systolic strain rate (SR) is a fairly load-independent marker of ventricular systolic function in experimental validation studies. We hypothesized that SR changes would improve assessment of right and left ventricular function during mechanical circulatory support. Color tissue Doppler images were acquired before surgery, 8 and 24 hours postoperatively in 18 children undergoing open heart surgery. Clinically, all patients were hemodynamically stable and on low doses of inotropics without death or resuscitation events. Wall motion analysis revealed a significant drop of peak systolic velocities and SR postoperatively in both ventricles. On the next day, all parameters improved with regional differences. SR appeared to be more sensitive to changes than velocities. In conclusion, tissue Doppler imaging appears to be a sensitive marker of ventricular mechanics in children and may improve perioperative monitoring. It offers a method to quantitatively assess left and right ventricular performance and may help to compare different cardio-protective strategies. ",786,Intraoperative techniques to assess cardiac function-feasiblity of strain rate imaging in the perioperative period in children,"Pauliks LB, Undar A, Clark JB, Myers JL.",ASAIO J. 2008 Sep-Oct;54(5):454-7. doi: 10.1097/MAT.0b013e318185da8a.,Pauliks LB,ASAIO J,2008,2008/09/25,,,10.1097/MAT.0b013e318185da8a
787,787,31213777,,787,Parental acceptance of the utilization of silver diamine fluoride on their child's primary and permanent teeth,"Bagher SM, Sabbagh HJ, AlJohani SM, Alharbi G, Aldajani M, Elkhodary H.",Patient Prefer Adherence. 2019 May 23;13:829-835. doi: 10.2147/PPA.S205686. eCollection 2019.,Bagher SM,Patient Prefer Adherence,2019,2019/06/20,PMC6536810,,10.2147/PPA.S205686
