,Unnamed: 0_x,PMID,abstract,Unnamed: 0_y,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
785,785,30129480,"Climatic conditions may trigger subclinical disease in predisposed individuals and also exacerbate eczematous symptoms resulting in persistence or increased frequency of atopic dermatitis (AD) flares. The aim of this study is to assess the impact of tropical weather conditions on the frequency at which atopic dermatitis patients present at the dermatology clinic of a tertiary hospital in Abuja, Nigeria; and, to find out which component of these conditions exerts the most significant effects. Medical records of all new patients seen at the clinic within July 2015 and June 2017 was obtained. Data for monthly temperature, humidity, precipitation, cloud cover and UV index of Abuja during this period was obtained from worldweatheronline. Univariate analyses and multiple regressions were used to assess the associations between monthly prevalence of AD and the above-mentioned meteorological variables. Patients had a 1.6 times odds (95% CI: 1.03-2.56, p = 0.038) of presenting with AD in the dry season as compared to wet season. Dry season was associated with higher temperatures and UV index and lower precipitation, humidity and cloud cover, p<0.001. Multivariate logistic regression modelling adjusting for precipitation, humidity, cloud cover and age group demonstrated that precipitation (OR = 1.01, 95% CI: 1.00-1.02, p = 0.002), humidity (OR = 1.03, 95% CI:1.01-1.05, p = 0.015) and cloud cover (OR = 0.92, 95% CI: 0.88-1.02, p = 0.002) exert the most significant effects. Also infants had 4.4 times odds of AD than adults (95% CI: 2.04-9.69, p<0.001). Exposure to tropical season meteorological variables can influence the presentation of AD. ",2785,"Impact of Weather Conditions on Atopic Dermatitis Prevalence in Abuja, Nigeria","Ibekwe PU, Ukonu BA.",J Natl Med Assoc. 2019 Feb;111(1):88-93. doi: 10.1016/j.jnma.2018.06.005. Epub 2018 Jul 12.,Ibekwe PU,J Natl Med Assoc,2019,2018/08/22,,,10.1016/j.jnma.2018.06.005
786,786,34432011,"The inclusion of digital therapeutics (eg, virtual reality [VR] systems) for the management of pain and anxiety associated with routine acutely painful medical procedures may have a substantial impact on treatment adherence and improve long-term health outcomes among young patients. To determine whether a VR intervention decreases pain and anxiety among patients undergoing peripheral intravenous catheter (PIVC) placement compared with standard care in the pediatric setting. This randomized clinical trial was conducted from April 12, 2017, to July 24, 2019, among 107 patients aged 10 to 21 years who were undergoing PIVC placement in 2 clinical settings (a radiology department and an infusion center) at an urban pediatric academic medical center in the US. Patients, caregivers, and clinicians completed pre-PIVC and post-PIVC placement questionnaires measuring patient pain, anxiety, and anxiety sensitivity; only participants with complete data from before and after PIVC placment were included in the analyses. Patients were randomized to receive standard care (simple distraction techniques [eg, music, coloring, singing, and talking] and the application of numbing cream) or a VR intervention using a balanced computer-generated randomization scheme stratified by sex. All patients who received the VR intervention were offered concurrent standard care; however, VR plus standard care was not specifically examined. Primary outcomes were patient pain (measured by the Faces Pain Scale-Revised) and anxiety (measured by a visual analogue scale) reported by the patient, caregiver, and clinician after PIVC placement. Outcomes were analyzed using generalized linear modeling with backward stepwise selection for final model building. A total of 107 patients (median age, 14.7 years [interquartile range, 12.8-16.9 years]; 63 male participants [58.9%]) completed the clinical trial; 54 patients received standard care, and 53 patients also received the VR intervention. Patients who received the VR intervention compared with standard care had significantly lower mean post-PIVC anxiety scores when patient-reported (1.85 points [95% CI, 1.28-2.41 points] vs 3.14 points [95% CI, 2.59-3.68 points]; P < .001) and clinician-reported (2.04 points [95% CI, 1.37-2.71 points] vs 3.34 points [95% CI, 2.69-3.99 points]; P = .002). Patients in the VR group vs the standard care group also had significantly lower mean post-PIVC pain scores when patient-reported (1.34 points [95% CI, 0.63-2.05 points] vs 2.54 points [95% CI, 1.78-3.30 points]; P = .002), caregiver-reported (1.87 points [95% CI, 0.99-2.76 points] vs 3.01 points [95% CI. 1.98-4.03 points]; P = .04), and clinician-reported (2.05 points [95% CI, 1.47-2.63 points] vs 3.59 points [95% CI, 2.97-4.22 points]; P < .001). Aside from lower levels of baseline pain and anxiety, no demographic variables among patients in the VR group were associated with lower levels of post-PIVC pain and anxiety. In this randomized clinical trial, patients undergoing PIVC placement who received a VR intervention experienced significantly less anxiety and pain compared with those who received standard care. The use of patient, caregiver, and clinician data provided a variety of subjective information, as well as observable and objective data regarding perceived pain and anxiety beyond patient reporting alone. ClinicalTrials.gov Identifier: CHLA-15-00549. ",2786,Effect of an Immersive Virtual Reality Intervention on Pain and Anxiety Associated With Peripheral Intravenous Catheter Placement in the Pediatric Setting: A Randomized Clinical Trial,"Gold JI, SooHoo M, Laikin AM, Lane AS, Klein MJ.",JAMA Netw Open. 2021 Aug 2;4(8):e2122569. doi: 10.1001/jamanetworkopen.2021.22569.,Gold JI,JAMA Netw Open,2021,2021/08/25,PMC8387848,,10.1001/jamanetworkopen.2021.22569
787,787,8124820,"Precise noninvasive evaluation of pulmonary artery (PA) morphology is extremely important for medical and surgical management of patients with cyanotic heart disease. In this study, the accuracy of two-dimensional echocardiography combined with color Doppler flow mapping to assess the size, stenosis, and atresia of the major PA branches was examined using a new parasternal approach. With the use of right and left high parasternal windows, we visualized each of the major portions along the right (R-PA) and left (L-PA) pulmonary arteries in 45 of the 47 examinations (96%) in 38 patients with cyanotic heart disease. The patients were between 13 days and 20 years old (mean age, 2.9 years). The internal diameters of the major PA branches were measured at three points along the R-PA (the proximal, mid, and distal portions) and at the proximal and distal portions on the L-PA in systole by both two-dimensional echocardiography and angiography. In addition, the diameter of the stenosis in the PA branch was measured. These PA values as determined by two-dimensional echocardiography correlated well with those obtained by angiography (r = .95 to .97). By two-dimensional echocardiography with color Doppler flow mapping, 17 of 19 lesions with stenoses or atresia of the major PA branches were predicted as defined by angiography (sensitivity, 89.5%; specificity, 100%). Differences between the distal parts of the L-PA and R-PA of > 30% in diameter were determined by angiography in 15 examinations and by two-dimensional echocardiography in 12 examinations (sensitivity, 80%; specificity, 97.4%). Our technique permits noninvasive evaluation of the size, stenoses, and atresia of the major portions of the PA branches in patients with cyanotic heart disease both before and after surgery. ",2787,Noninvasive quantitative evaluation of the morphology of the major pulmonary artery branches in cyanotic congenital heart disease. Angiocardiographic and echocardiographic correlative study,"Hiraishi S, Misawa H, Hirota H, Agata Y, Horiguchi Y, Fujino N, Yi LH, Yashiro K, Nakae S, Kawada M.",Circulation. 1994 Mar;89(3):1306-16. doi: 10.1161/01.cir.89.3.1306.,Hiraishi S,Circulation,1994,1994/03/01,,,10.1161/01.cir.89.3.1306
788,788,35180207,"An 11-year old boy presented with a blunt trauma in the right inguinal area after a bicycle accident. Initial clinical picture was indicative of decreased arterial blood supply to the right lower extremity and the diagnostic confirmation was made with a colour flow Doppler ultrasonography. During operative investigation, a thrombosis of the common femoral artery, 3.5 cm in length, was found. The thrombotic part of the femoral artery was removed and replaced with a venous graft taken from the major saphenous vein, before the saphenofemoral junction. Postoperative course was uneventful. Traumatic thrombosis of the common femoral artery as a result of a blunt trauma is very rare, as only 4 relevant cases have been described previously. ",2788,Femoral artery thrombosis in an 11-year old boy due to a blunt trauma,"Patoulias I, Panopoulos I, Pitoulias G, Feidantsis T, Patoulias D.",Folia Med Cracov. 2021 Dec 28;61(4):115-119. doi: 10.24425/fmc.2021.140009.,Patoulias I,Folia Med Cracov,2021,2022/02/18,,,10.24425/fmc.2021.140009
789,789,37534527,"Diagnostic criteria for juvenile myelomonocytic leukemia (JMML) are currently well defined, however in some patients diagnosis still remains a challenge. Flow cytometry is a well established tool for diagnosis and follow-up of hematological malignancies, nevertheless it is not routinely used for JMML diagnosis. Herewith, we characterized the CD34+ hematopoietic precursor cells collected from 31 children with JMML using a combination of standardized EuroFlow antibody panels to assess the ability to discriminate JMML cells from normal/reactive bone marrow cell as controls (n=29) or from cells of children with other hematological diseases mimicking JMML (n=9). CD34+ precursors in JMML showed markedly reduced B-cell and erythroid-committed precursors compared to controls, whereas monocytic and CD7+ lymphoid precursors were significantly expanded. Moreover, aberrant immunophenotypes were consistently present in CD34+ precursors in JMML, while they were virtually absent in controls. Multivariate logistic regression analysis showed that combined assessment of the number of CD34+CD7+ lymphoid precursors and CD34+ aberrant precursors or erythroid precursors had a great potential in discriminating JMMLs versus controls. Importantly our scoring model allowed highly efficient discrimination of truly JMML versus patients with JMML-like diseases. In conclusion, we show for the first time that CD34+ precursors from JMML patients display a unique immunophenotypic profile which might contribute to a fast and accurate diagnosis of JMML worldwide by applying an easy to standardize single eight-color antibody combination. ",2789,Phenotypic profiling of CD34(+) cells by advanced flow cytometry improves diagnosis of juvenile myelomonocytic leukemia,"Bugarin C, Antolini L, Buracchi C, Matarraz S, Coliva TA, Van der Velden VH, Szczepanski T, Da Costa ES, Van der Sluijs A, Novakova M, Mejstrikova E, Nierkens S, De Mello FV, Fernandez P, Aanei C, Sędek Ł, Strocchio L, Masetti R, Sainati L, Philippé J, Valsecchi MG, Locatelli F, Van Dongen JJM, Biondi A, Orfao A, Gaipa G.",Haematologica. 2024 Feb 1;109(2):521-532. doi: 10.3324/haematol.2023.282805.,Bugarin C,Haematologica,2024,2023/08/03,PMC10828789,,10.3324/haematol.2023.282805
790,790,18937817,,2790,Frosted branch angiitis associated with streptococcal infection: optical coherence tomography as a follow-up tool,"Kono H, Ikewaki J, Kimoto K, Furushima M, Yae Y, Shinoda K, Nakatsuka K.",Acta Ophthalmol. 2009 Nov;87(8):909-11. doi: 10.1111/j.1755-3768.2008.01335.x.,Kono H,Acta Ophthalmol,2009,2008/10/22,,,10.1111/j.1755-3768.2008.01335.x
791,791,39104353,"To summarize the ultrasonographic features of head and neck Castleman disease (CD), and to clarify its diagnostic key points. Seven patients with head and neck CD confirmed by histopathology were collected from Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine. The clinical features and ultrasound findings of the patients were evaluated. Of the 7 patients (1 male and 6 females), the mean age at diagnosis was 31.4 years (7-60 years). All the cases were hyaline vascular type. On ultrasound, 3 lesions (42.9%) were located in the parotid gland, 4 lesions(57.1%) in the neck. All the lesions presented as a solitary, well-defined and solid mass without calcification. The echogenicity was markedly hypoechoic in 1 case(14.3%) and hypoechoic in 6 cases (85.7%). Of the 7 CD cases, 4 cases (57.1%) were heterogeneous masses with linear echogenic septa. All lesions had mixed pattern in vascularity on color Doppler sonography. Most CDs in the head and neck represent as a markedly hypoechoic or hypoechoic lesion with mixed pattern in vascularity. The neoplasm may be characterized by the presence of linear echogenic septa within the mass. ",2791,[Ultrasonographic features of Castleman disease in the head and neck: a report of 7 cases],"Zhou HH, Chen QQ, Yuan F, Sun JJ, Tian Z, Xiong P.",Shanghai Kou Qiang Yi Xue. 2024 Jun;33(3):328-331.,Zhou HH,Shanghai Kou Qiang Yi Xue,2024,2024/08/06,,,
792,792,10597672,"In cases of microtia with a low hairline, the manner in which hair is removed from the reconstructed auricle must be taken into consideration. This is one of the most common but difficult problems with reconstruction for microtia. The authors describe a new technique that uses a simple regional flap to resolve this problem. The hair-bearing skin in the estimated auricular region and its covering are removed using a local flap from the hairless mastoid region. This is done in the first stage of auricular reconstruction, the costal cartilage grafting is done in the second stage, and elevation of the auricle is done in the last stage. In 38 auricles of 36 patients who were treated from 1993 to 1995, eight auricles of eight patients were treated with this technique. In all cases, the hairless flap healed well, without vascular stasis or skin necrosis. In addition, no complications from using this technique occurred in the later stages of auricular reconstruction. With this technique, the skin of the flap provides a good texture and color match to the auricle. In addition, the skin of the flap has good elasticity for the cutaneous pocket for cartilage grafting. The harvested area of the flap can be hidden behind the reconstructed auricle. The authors initially wondered whether the marginal scar of the transposed flap's position in the auricle would be conspicuous. However, all of the scar became inconspicuous because it was positioned in the scaphoid fossa. ",2792,Management of the hairline using a local flap in total reconstruction for microtia,"Yotsuyanagi T, Yokoi K, Nihei Y, Sawada Y.",Plast Reconstr Surg. 1999 Jul;104(1):41-7.,Yotsuyanagi T,Plast Reconstr Surg,1999,1999/12/22,,,
793,793,8867073,"In a 2-year hospital-based study in Jordan 131 Arab multiple sclerosis patients were identified including 84 Palestinians and 36 Jordanians. Based on MS/ALS case ratio, multiple sclerosis was found to be twice as common among Palestinians than Jordanians. Other than the less marked female preponderance among Jordanian patients, the disease had the same clinical and paraclinical characteristics in both groups. It was more likely for Palestinian and Jordanian patients to originate from the northern parts of their countries, to be Rh negative and to be HLA-DR2 positive than their controls. Palestinians (patients and controls) did not show significant differences from Jordanians (patients and controls) in relation to their eye color, ABO and Rh blood groups distribution nor the HLA-DR or HLA-DQ (apart from HLA-DQ3) epitopes frequency, thus not offering any significant difference in the genetic-racial markers studies to explain the difference in the observed disease susceptibility. Previous studies demonstrated that 2 racially different populations sharing the same environment can have different risk of developing multiple sclerosis, but this study has shown that this can also be true for 2 racially similar populations sharing the same environment. ",2793,Epidemiology of multiple sclerosis in Arabs in Jordan: a comparative study between Jordanians and Palestinians,"Najim Al-Din AS, Kurdi A, Mubaidin A, El-Khateeb M, Khalil RW, Wriekat AL.",J Neurol Sci. 1996 Feb;135(2):162-7. doi: 10.1016/0022-510x(95)00276-8.,Najim Al-Din AS,J Neurol Sci,1996,1996/02/01,,,10.1016/0022-510x(95)00276-8
794,794,36229800,"Painless bloody nipple discharge is often classified as pathological due to its association with malignant lesions. However, it can also be a completely harmless condition. Rusty pipe syndrome is a rare cause of benign, self-limiting bloody nipple discharge during late pregnancy and early lactation. Given that rusty pipe syndrome is not described in conventional textbooks, we thought it would be appropriate to bring this benign disease to the notice of readers. A 31-year-old G1P1 female delivered an infant with a birth weight of 3000 g via cesarean section at 39 weeks of gestation. The baby was admitted to the pediatric intensive care unit for a suspected oblique inguinal hernia. The mother had bilateral painless bloody nipple discharge when she started to express milk. A physical examination uncovered no signs of inflammation, engorgement, palpable mass, tenderness, cracks or ulcers. A breast ultrasound and cytological analysis revealed no signs of a neoplasm. Without any medical intervention, the color of the rusty milk changed from dark brown to light brown during hospitalization and finally resolved six days postpartum. Rusty pipe syndrome is a self-limiting benign condition that should be considered in the differential diagnosis of bloody nipple discharge. Awareness of this rare disease by medical professionals would be extremely beneficial for avoiding unneeded examinations and discontinuity of exclusive breastfeeding. ",2794,Rusty pipe syndrome: a case report and review of the literature,"Tang H, Zhu W, Chen J, Zhang D.",BMC Pregnancy Childbirth. 2022 Oct 13;22(1):770. doi: 10.1186/s12884-022-05048-5.,Tang H,BMC Pregnancy Childbirth,2022,2022/10/13,PMC9558395,,10.1186/s12884-022-05048-5
795,795,16965968,"We evaluated superficial soft-tissue lymphomas on high-resolution ultrasonography (HRUS) in 43 patients (17 women, 26 men; mean, 59.7 y; range, 12 to 90 y), with 1- to 97-month follow-up. Clinical presentations, tumor location and morphology, echogenicity on HRUS and color-encoding grades on Doppler ultrasonography (CDUS) were assessed. Clinical presentations did not significantly differ with tumor location or morphology. Types of lymphoma did not significantly differ in echogenicity, although most were hypoechogenic. On CDUS, most lymphomas were hypervascular, but grades did not significantly depend on the type of tumor. On Kaplan-Meier analysis with log-rank testing, survival did not differ by age (divided at 65 y), sex, tumor location or size (cut-off, 5 cm), CDUS grade or pathology. Survival was significantly related to clinical presentation (p < 0.0095) and tumor morphology (p < 0.0354). HRUS and CDUS were good modalities to detect the masses and provided important pretreatment information. ",2795,Superficial soft-tissue lymphoma: sonographic appearance and early survival,"Chiou HJ, Chou YH, Chiou SY, Chen WM, Chen W, Wan HK, Chao TC, Chang CY.",Ultrasound Med Biol. 2006 Sep;32(9):1287-97. doi: 10.1016/j.ultrasmedbio.2006.05.011.,Chiou HJ,Ultrasound Med Biol,2006,2006/09/13,,,10.1016/j.ultrasmedbio.2006.05.011
796,796,7560453,"The pulsed ruby laser has a selective thermolytic effect. Recently, it has been available for the treatment of superficial pigmented disorders. We studied 5 cases of epidermal nevus treated with the pulsed ruby laser. In comparison with the usual methods including electrocautery, cryotherapy and skin abrasion, ruby laser therapy is an excellent tool due to technological ease and rapid improvement. Depigmentation after treatment in 2 cases was the only side effect of this therapy. Bose cases had a dark pigmentation of the skin. Despite of the risk of discoloration, the ruby laser is one of the most effective tools for therapy of pigmented epidermal nevus. ",2796,Successful treatment of dark-colored epidermal nevus with ruby laser,"Baba T, Narumi H, Hanada K, Hashimoto I.",J Dermatol. 1995 Aug;22(8):567-70. doi: 10.1111/j.1346-8138.1995.tb03875.x.,Baba T,J Dermatol,1995,1995/08/01,,,10.1111/j.1346-8138.1995.tb03875.x
797,797,17284302,"To examine the distribution of KCC2, a neuron-specific K(+)-Cl(-) cotransporter, in human cortical dysplasia (CD). The immunohistochemical expression of KCC2 was investigated in 18 CD specimens obtained during epilepsy surgery. The histopathologic diagnoses were focal CD (FCD) type I (eight cases), FCD type II (six cases), and hemimegalencephaly (HME; four cases). Tissue sections were immunostained for KCC2 and compared with control sections. In the mature nondysplastic cortex, all the layers showed diffuse neuropil staining for KCC2. The somata were stained much less, although subcortical ectopic neurons displayed dense staining in the cytosol (intrasomatic staining). In FCD type I, the cortex showed neuropil staining for KCC2 with less-stained somata. Aberrant giant pyramidal neurons were also less stained at the soma, whereas immature neurons showed intrasomatic staining. Increased numbers of ectopic neurons with intrasomatic staining were noted in the subcortical white matter. In FCD type II, dysmorphic neurons displayed dense intrasomatic staining with reduced staining of the neighboring neuropils. Balloon cells did not stain for KCC2. Dysmorphic neurons in HME also showed intrasomatic staining. Neurons in CD tissues expressed KCC2. However, the subcellular distribution of KCC2 was altered, which might have affected the ionic homeostasis of Cl(-) and K(+) involved in epileptic activity within CD tissues. ",2797,Altered distribution of KCC2 in cortical dysplasia in patients with intractable epilepsy,"Munakata M, Watanabe M, Otsuki T, Nakama H, Arima K, Itoh M, Nabekura J, Iinuma K, Tsuchiya S.",Epilepsia. 2007 Apr;48(4):837-44. doi: 10.1111/j.1528-1167.2006.00954.x. Epub 2007 Feb 5.,Munakata M,Epilepsia,2007,2007/02/08,,,10.1111/j.1528-1167.2006.00954.x
798,798,38761874,"Objective assessment of the visual system can be performed electrophysiologically using the visual evoked potential (VEP). In many clinical circumstances, this is performed using high contrast achromatic patterns or diffuse flash stimuli. These methods are clinically valuable but they may only assess a subset of possible physiological circuitries within the visual system, particularly those involved in achromatic (luminance) processing. The use of chromatic VEPs (cVEPs) in addition to standard VEPs can inform us of the function or dysfunction of chromatic pathways. The chromatic VEP has been well studied in human health and disease. Yet, to date our knowledge of their underlying mechanisms and applications remains limited. This likely reflects a heterogeneity in the methodology, analysis and conclusions of different works, which leads to ambiguity in their clinical use. This review sought to identify the primary methodologies employed for recording cVEPs. Furthermore cVEP maturation and application in understanding the function of the chromatic system under healthy and diseased conditions are reviewed. We first briefly describe the physiology of normal colour vision, before describing the methodologies and historical developments which have led to our understanding of cVEPs. We thereafter describe the expected maturation of the cVEP, followed by reviewing their application in several disorders: congenital colour vision deficiencies, retinal disease, glaucoma, optic nerve and neurological disorders, diabetes, amblyopia and dyslexia. We finalise the review with recommendations for testing and future directions. ",2798,"Chromatic visual evoked potentials: A review of physiology, methods and clinical applications","Marmoy OR, Tekavčič Pompe M, Kremers J.",Prog Retin Eye Res. 2024 Jul;101:101272. doi: 10.1016/j.preteyeres.2024.101272. Epub 2024 May 16.,Marmoy OR,Prog Retin Eye Res,2024,2024/05/18,,,10.1016/j.preteyeres.2024.101272
799,799,21529956,"To characterize and grade the spectrum of foveal hypoplasia based on different stages of arrested development of the fovea. Grading was performed using morphologic findings obtained by ultra high-resolution spectral-domain optical coherence tomography. Best-corrected visual acuity (BCVA) was calculated for different grades. Observational case series. Sixty-nine patients with foveal hypoplasia (albinism, n = 34; PAX6 mutations, n = 10; isolated cases, n = 14; achromatopsia, n = 11) and 65 control subjects were examined. A 7×7-mm retinal area was sampled using a 3-dimensional scanning protocol (743×75, A scans×B scans) with ultra high-resolution spectral-domain optical coherence tomography (SOCT Copernicus HR; 3-μm axial resolution). Gross morphologic abnormalities were documented. B-scans at the fovea were segmented using a longitudinal reflectivity profile. Logarithm of the minimum angle of resolution BCVA was obtained. Grading was based on presence or absence of foveal pit and widening of the outer nuclear layer (ONL) and outer segment (OS) at the fovea. Quantitative measurements were obtained for comparing atypical foveal hypoplasia in achromatopsia. Best-corrected visual acuity was compared with the grade of foveal hypoplasia. Four grades of foveal hypoplasia were distinguished: grade 1, shallow foveal pit, presence of ONL widening, presence of OS lengthening; grade 2, grade 1 but absence of foveal pit; grade 3, grade 2 but absence of OS lengthening; grade 4, grade 3 but absence of ONL widening. There was significant difference in visual acuity (VA) associated with each grade (P<0.0001). Grade 1 was associated with the best VA (median VA, 0.2), whereas grades 2, 3, and 4 were associated with progressively poorer VA with a median VA of 0.44, 0.60, and 0.78, respectively. The atypical features seen with foveal hypoplasia associated with achromatopsia were characterized by decreased retinal and ONL thickness and deeper foveal depth. A structural grading system for foveal hypoplasia was developed based on the stage at which foveal development was arrested, which helps to provide a prognostic indicator for VA and is applicable in a range of disorders associated with foveal hypoplasia. Atypical foveal hypoplasia in achromatopsia shows different characteristics. The author(s) have no proprietary or commercial interest in any materials discussed in this article. ",2799,Structural grading of foveal hypoplasia using spectral-domain optical coherence tomography a predictor of visual acuity?,"Thomas MG, Kumar A, Mohammad S, Proudlock FA, Engle EC, Andrews C, Chan WM, Thomas S, Gottlob I.",Ophthalmology. 2011 Aug;118(8):1653-60. doi: 10.1016/j.ophtha.2011.01.028. Epub 2011 Apr 29.,Thomas MG,Ophthalmology,2011,2011/05/03,PMC5648335,NIHMS912228,10.1016/j.ophtha.2011.01.028
800,800,38308487,,2800,Hemorrhagic bullous IgA vasculitis in pediatric skin of color: an mpox mimicker,"Bui IT, Silfvast-Kaiser AS, Hudson A, Saad SS, Albahra SM.",Int J Dermatol. 2024 Apr;63(4):541-542. doi: 10.1111/ijd.17051. Epub 2024 Feb 3.,Bui IT,Int J Dermatol,2024,2024/02/03,,,10.1111/ijd.17051
801,801,12780406,"To evaluate the optical quality of the central anterior corneal surface in normal eyes and in eyes with keratoconus, and to investigate the accuracy of the predicted corneal visual acuity (PCVA) index as determined by ray tracing analysis. Twenty keratoconus eyes with contact lens-corrected visual acuity (VA) of 20/20 or better (11 patients, group A) and 20 eyes of 15 normal subjects (group B) were evaluated. After a detailed eye examination including measurement of pupil diameter, keratometry, topography and pachymetry, each subject eye was evaluated using ray tracing analysis with the Technomed C-scan colour ellipsoid topometer, using basic software (Technomed GmbH, Baesweiler, Germany). The PCVA was determined for each patient, and the results were analysed comparatively using two-sample t-test, regression analysis and Pearson correlation analysis. The average best spectacle-corrected VA was measured as 0.2 +/- 0.2 logMAR (20/32) in group A and -0.1 +/- 0.1 logMAR (20/16) in group B. The average PCVA measurements derived from ray tracing analysis for 3.0 mm, 3.5 mm and 4.0 mm pupil diameters were 0.06 +/- 0.12 logMAR, 0.14 +/- 0.13 logMAR and 0.21 +/- 0.17 logMAR, respectively, in group A, and -0.14 +/- 0.08 logMAR,-0.11 +/- 0.09 logMAR and -0.09 +/- 0.11 logMAR, respectively, in group B. There was good correlation between best corrected VA and PCVA in both groups for all pupil diameters measured (p < 0.007). Predicted corneal visual acuity as determined by ray tracing analysis is useful for estimating best spectacle-corrected VA in normal corneas and the effect of irregular corneal astigmatism on VA in eyes with mild to moderate keratoconus. Further studies are required to evaluate the efficacy of ray tracing in evaluation of aberrations of the optical system of the eye. ",2801,Predicted corneal visual acuity in keratoconus as determined by ray tracing,Uçakhan OO.,Acta Ophthalmol Scand. 2003 Jun;81(3):264-70. doi: 10.1034/j.1600-0420.2003.00061.x.,Uçakhan OO,Acta Ophthalmol Scand,2003,2003/06/05,,,10.1034/j.1600-0420.2003.00061.x
802,802,22622362,"Congenital Horner syndrome is a rare disorder that accounts for less than 5% of all cases of Horner syndrome. Like Horner syndrome in general, it consists primarily of ptosis, miosis, and anhidrosis. Congenital Horner syndrome may manifest some special features such as iris heterochromia since the sympathetic nervous system is an essential component for the development and maintenance of eye color. We present 3 cases of unilateral straight hair in association with congenital Horner syndrome in which the patients had straight hair ipsilateral to the Horner syndrome, whereas on the contralateral side, it was curly, and we discuss possible mechanisms for this phenomenon. ",2802,Unilateral straight hair and congenital horner syndrome,"Wang FM, Wertenbaker C, Cho H, Marmor MA, Ahn-Lee SS, Bernard BA.",J Neuroophthalmol. 2012 Jun;32(2):132-4. doi: 10.1097/WNO.0b013e318240c678.,Wang FM,J Neuroophthalmol,2012,2012/05/25,,,10.1097/WNO.0b013e318240c678
803,803,35737547,"In the United States, Black, Indigenous, and People of Color (BIPOC) experience more adverse health outcomes and report mistreatment during pregnancy and birth care. The rights to bodily autonomy and consent are core components of high-quality health care. To assess experiences of coercion and nonconsent for procedures during perinatal care among racialized service users in the United States, we analyzed data from the Giving Voice to Mothers (GVtM-US) study. In a subset analysis of the full sample of 2700, we examined survey responses for participants who described the experience of pressure or nonconsented procedures or intervention during perinatal care. We conducted multivariable logistic regression analyses by racial and ethnic identity for the outcomes: pressure to have perinatal procedures (eg, induction, epidurals, episiotomy, fetal monitoring), nonconsented procedures performed during perinatal care, pressure to have a cesarean birth, and nonconsented procedures during vaginal births. Among participants (n = 2490), 34% self-identified as BIPOC, and 37% had a planned hospital birth. Overall, we found significant differences in pressure and nonconsented perinatal procedures by racial and ethnic identity. These inequities persisted even after controlling for contextual factors, such as birthplace, practitioner type, and prenatal care context. For example, more participants with Black racial identity experienced nonconsented procedures during perinatal care (AOR 1.89, 95% CI 1.35-2.64) and vaginal births (AOR 1.87, 95% CI 1.23-2.83) than those identifying as white. In addition, people who identified as other minoritized racial and ethnic identities reported experiencing more pressure to accept perinatal procedures (AOR 1.55, 95% CI 1.08-2.20) than those who were white. There is a need to address human rights violations in perinatal care for all birthing people with particular attention to the needs of those identifying as BIPOC. By eliminating mistreatment in perinatal care, such as pressure to accept services and nonconsented procedures, we can help mitigate long-standing inequities. ",2803,Coercion and non-consent during birth and newborn care in the United States,"Logan RG, McLemore MR, Julian Z, Stoll K, Malhotra N; GVtM Steering Council; Vedam S.",Birth. 2022 Dec;49(4):749-762. doi: 10.1111/birt.12641. Epub 2022 Jun 23.,Logan RG,Birth,2022,2022/06/23,,,10.1111/birt.12641
804,804,37740440,"Presence of minimal residual disease (MRD), detected by flow cytometry, is an important prognostic biomarker in the management of B-cell precursor acute lymphoblastic leukemia (BCP-ALL). However, data-analysis remains mainly expert-dependent. In this study, we designed and validated an Automated Gating & Identification (AGI) tool for MRD analysis in BCP-ALL patients using the two tubes of the EuroFlow 8-color MRD panel. The accuracy, repeatability, and reproducibility of the AGI tool was validated in a multicenter study using bone marrow follow-up samples from 174 BCP-ALL patients, stained with the EuroFlow BCP-ALL MRD panel. In these patients, MRD was assessed both by manual analysis and by AGI tool supported analysis. Comparison of MRD levels obtained between both approaches showed a concordance rate of 83%, with comparable concordances between MRD tubes (tube 1, 2 or both), treatment received (chemotherapy versus targeted therapy) and flow cytometers (FACSCanto versus FACSLyric). After review of discordant cases by additional experts, the concordance increased to 97%. Furthermore, the AGI tool showed excellent intra-expert concordance (100%) and good inter-expert concordance (90%). In addition to MRD levels, also percentages of normal cell populations showed excellent concordance between manual and AGI tool analysis. We conclude that the AGI tool may facilitate MRD analysis using the EuroFlow BCP-ALL MRD protocol and will contribute to a more standardized and objective MRD assessment. However, appropriate training is required for the correct analysis of MRD data. ",2804,Minimal residual disease assessment in B-cell precursor acute lymphoblastic leukemia by semi-automated identification of normal hematopoietic cells: A EuroFlow study,"Verbeek MWC, Rodríguez BS, Sedek L, Laqua A, Buracchi C, Buysse M, Reiterová M, Oliveira E, Morf D, Oude Alink SR, Barrena S, Kohlscheen S, Nierkens S, Hofmans M, Fernandez P, de Costa ES, Mejstrikova E, Szczepanski T, Slota L, Brüggemann M, Gaipa G, Grigore G, van Dongen JJM, Orfao A, van der Velden VHJ.",Cytometry B Clin Cytom. 2024 Jul;106(4):252-263. doi: 10.1002/cyto.b.22143. Epub 2023 Sep 22.,Verbeek MWC,Cytometry B Clin Cytom,2024,2023/09/23,,,10.1002/cyto.b.22143
