,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
519,19466544,Racial discrimination: a continuum of violence exposure for children of color,Sanders-Phillips K.,Clin Child Fam Psychol Rev. 2009 Jun;12(2):174-95. doi: 10.1007/s10567-009-0053-4.,Sanders-Phillips K,Clin Child Fam Psychol Rev,2009,2009/05/26,,,10.1007/s10567-009-0053-4
520,33315113,Prescribing Prevalence of Medications With Potential Genotype-Guided Dosing in Pediatric Patients,"Ramsey LB, Ong HH, Schildcrout JS, Shi Y, Tang LA, Hicks JK, El Rouby N, Cavallari LH, Tuteja S, Aquilante CL, Beitelshees AL, Lemkin DL, Blake KV, Williams H, Cimino JJ, Davis BH, Limdi NA, Empey PE, Horvat CM, Kao DP, Lipori GP, Rosenman MB, Skaar TC, Teal E, Winterstein AG, Owusu Obeng A, Salyakina D, Gupta A, Gruber J, McCafferty-Fernandez J, Bishop JR, Rivers Z, Benner A, Tamraz B, Long-Boyle J, Peterson JF, Van Driest SL; IGNITE Pharmacogenetics Working Group.",JAMA Netw Open. 2020 Dec 1;3(12):e2029411. doi: 10.1001/jamanetworkopen.2020.29411.,Ramsey LB,JAMA Netw Open,2020,2020/12/14,PMC7737091,,10.1001/jamanetworkopen.2020.29411
521,34678526,"A Resident-Led Initiative to Advance Diversity, Equity, Inclusion, and Antiracism in a Pediatrics Residency Program","Karvonen KL, Menjívar-López JS, Brissett D, McBride D, Olveda R, Cribb Fabersunne C, Low O, Cronin M, Argueza BR.",Acad Pediatr. 2022 Apr;22(3):360-364. doi: 10.1016/j.acap.2021.09.020. Epub 2021 Oct 20.,Karvonen KL,Acad Pediatr,2022,2021/10/22,,,10.1016/j.acap.2021.09.020
522,33096932,The Impact of Cesarean and Vaginal Delivery on Results of Psychological Cognitive Test in 5 Year Old Children,"Blazkova B, Pastorkova A, Solansky I, Veleminsky M Jr, Veleminsky M, Rossnerova A, Honkova K, Rossner P Jr, Sram RJ.",Medicina (Kaunas). 2020 Oct 21;56(10):554. doi: 10.3390/medicina56100554.,Blazkova B,Medicina (Kaunas),2020,2020/10/24,PMC7589839,,10.3390/medicina56100554
523,28229986,Executive Function Training for Children with Attention Deficit Hyperactivity Disorder,"Shuai L, Daley D, Wang YF, Zhang JS, Kong YT, Tan X, Ji N.",Chin Med J (Engl). 2017 Mar 5;130(5):549-558. doi: 10.4103/0366-6999.200541.,Shuai L,Chin Med J (Engl),2017,2017/02/24,PMC5339928,,10.4103/0366-6999.200541
524,908166,Mydriasis and heredity,"Goldsmith RI, Rothhammer F, Schull WJ.",Clin Genet. 1977 Sep;12(3):129-33.,Goldsmith RI,Clin Genet,1977,1977/09/01,,,
525,37151161,Comparing the physical and mechanical properties of different biocompatible three-dimensional resin materials in possible use of dental appliances: An in vitro study,"Aksoy M, Topsakal KG, Bal C, Akdeniz BS, Duran GS.",Orthod Craniofac Res. 2023 Nov;26(4):679-686. doi: 10.1111/ocr.12670. Epub 2023 May 8.,Aksoy M,Orthod Craniofac Res,2023,2023/05/08,,,10.1111/ocr.12670
526,15637497,Indications and guidelines for performance of transesophageal echocardiography in the patient with pediatric acquired or congenital heart disease: report from the task force of the Pediatric Council of the American Society of Echocardiography,"Ayres NA, Miller-Hance W, Fyfe DA, Stevenson JG, Sahn DJ, Young LT, Minich LL, Kimball TR, Geva T, Smith FC, Rychik J; Pediatric Council of the American Society of the Echocardiography.",J Am Soc Echocardiogr. 2005 Jan;18(1):91-8. doi: 10.1016/j.echo.2004.11.004.,Ayres NA,J Am Soc Echocardiogr,2005,2005/01/08,,,10.1016/j.echo.2004.11.004
527,7425030,A new method for retroillumination photography of cataractous lens opacities,"Kawara T, Obazawa H.",Am J Ophthalmol. 1980 Aug;90(2):186-9. doi: 10.1016/s0002-9394(14)74852-4.,Kawara T,Am J Ophthalmol,1980,1980/08/01,,,10.1016/s0002-9394(14)74852-4
528,24529294,Ultrasound imaging in juvenile idiopathic arthritis for the rheumatologist,Collado Ramos P.,Clin Exp Rheumatol. 2014 Jan-Feb;32(1 Suppl 80):S34-41. Epub 2014 Feb 17.,Collado Ramos P,Clin Exp Rheumatol,2014,2014/02/18,,,
529,29480237,3D computed tomography angiography as a novel post-processing approach in diagnosis of pediatric malignant bone tumors,"Wu J, Wang C, Li M, Luo C, Liu X, Xie L, He L, Gong M, Hu Z, Bleyer AJ, Zhang Y.",J Xray Sci Technol. 2018;26(1):147-154. doi: 10.3233/XST-17346.,Wu J,J Xray Sci Technol,2018,2018/02/27,,,10.3233/XST-17346
530,25112695,Reliability of circulatory and neurologic examination by telemedicine in a pediatric intensive care unit,"Yager PH, Clark ME, Dapul HR, Murphy S, Zheng H, Noviski N.",J Pediatr. 2014 Nov;165(5):962-6.e1-5. doi: 10.1016/j.jpeds.2014.07.002. Epub 2014 Aug 8.,Yager PH,J Pediatr,2014,2014/08/13,,,10.1016/j.jpeds.2014.07.002
531,35848202,The potential effect of smart devices and other stressful factors on Vitiligo in Nassiriah City/Iraq,"Naif A, Kadhim KA, Shwail ER, Rhadi SH.",J Popul Ther Clin Pharmacol. 2022 Jun 25;29(2):e95-e103. doi: 10.47750/jptcp.2022.913. eCollection 2022.,Naif A,J Popul Ther Clin Pharmacol,2022,2022/07/18,,,10.47750/jptcp.2022.913
532,19878821,Role of ultrasound and biomicroscopy in evaluation of anterior segment anatomy in congenital and developmental cataract cases,"El Shakankiri NM, Bayoumi NH, Abdallah AH, El Sahn MM.",J Cataract Refract Surg. 2009 Nov;35(11):1893-905. doi: 10.1016/j.jcrs.2009.07.007.,El Shakankiri NM,J Cataract Refract Surg,2009,2009/11/03,,,10.1016/j.jcrs.2009.07.007
533,29436037,Parental use of sun protection for their children-does skin color matter?,"Tan MG, Nag S, Weinstein M.",Pediatr Dermatol. 2018 Mar;35(2):220-224. doi: 10.1111/pde.13433. Epub 2018 Feb 13.,Tan MG,Pediatr Dermatol,2018,2018/02/14,,,10.1111/pde.13433
534,34041742,"Sleep, Classroom Behavior, and Achievement Among Children of Color in Historically Disinvested Neighborhoods","Ursache A, Robbins R, Chung A, Dawson-McClure S, Kamboukos D, Calzada EJ, Jean-Louis G, Brotman LM.",Child Dev. 2021 Sep;92(5):1932-1950. doi: 10.1111/cdev.13590. Epub 2021 May 27.,Ursache A,Child Dev,2021,2021/05/27,PMC9074088,NIHMS1798742,10.1111/cdev.13590
535,19388922,Reliability of the color analog scale: repeatability of scores in traumatic and nontraumatic injuries,"Bulloch B, Garcia-Filion P, Notricia D, Bryson M, McConahay T.",Acad Emerg Med. 2009 May;16(5):465-9. doi: 10.1111/j.1553-2712.2009.00404.x.,Bulloch B,Acad Emerg Med,2009,2009/04/25,,,10.1111/j.1553-2712.2009.00404.x
536,35358663,Using Digital Technology to Overcome Racial Disparities in Child and Adolescent Psychiatry,"Jansen MO, Brown TR, Xu KY, Glowinski AL.",J Am Acad Child Adolesc Psychiatry. 2022 Oct;61(10):1211-1217. doi: 10.1016/j.jaac.2022.03.013. Epub 2022 Mar 28.,Jansen MO,J Am Acad Child Adolesc Psychiatry,2022,2022/03/31,PMC9970009,NIHMS1871841,10.1016/j.jaac.2022.03.013
537,38979777,Assessment of echocardiographic interpretation of dual-lumen cannula during venovenous extracorporeal membrane oxygenation use for pediatric respiratory failure,"Riley AF, Rose R, Denfield S, Thomas JA, Vogel AM, Coleman R, Lam FW.",Echocardiography. 2024 Jul;41(7):e15878. doi: 10.1111/echo.15878.,Riley AF,Echocardiography,2024,2024/07/09,,,10.1111/echo.15878
538,30113973,"Dyeing to Find Out How an ""AWEsim"" Bundle Can Impact Anesthesia Work Environment Contamination","Simpao AF, Rehman MA.",Anesth Analg. 2018 Sep;127(3):594-595. doi: 10.1213/ANE.0000000000003323.,Simpao AF,Anesth Analg,2018,2018/08/17,,,10.1213/ANE.0000000000003323
539,1709030,"Cadmium in hair of school children living in Tarragona Province, Spain. Relationship to age, sex, and environmental factors","Bosque MA, Domingo JL, Llobet JM, Corbella J.",Biol Trace Elem Res. 1991 Feb;28(2):147-55. doi: 10.1007/BF02863080.,Bosque MA,Biol Trace Elem Res,1991,1991/02/01,,,10.1007/BF02863080
540,14176805,[THE HUMAN SUBCOMMISSURAL ORGAN],OKSCHE A.,Verh Anat Ges. 1964;58:373-83.,OKSCHE A,Verh Anat Ges,1964,1964/01/01,,,
541,14134413,VACUOLATED LYMPHOCYTES IN THE CONJUNCTIVAL FLUID IN JUVENILE AMAUROTIC IDIOCY (SPIELMEYER-VOGT'S LIPOIDOSIS),NORN MS.,Acta Ophthalmol (Copenh). 1964;42:50-4. doi: 10.1111/j.1755-3768.1964.tb07847.x.,NORN MS,Acta Ophthalmol (Copenh),1964,1964/01/01,,,10.1111/j.1755-3768.1964.tb07847.x
542,7672876,Efficacy of Contractubex gel in the treatment of fresh scars after thoracic surgery in children and adolescents,"Willital GH, Heine H.",Int J Clin Pharmacol Res. 1994;14(5-6):193-202.,Willital GH,Int J Clin Pharmacol Res,1994,1994/01/01,,,
543,16876460,The detection of female DNA from the penis in sexual assault cases,"Kaarstad K, Rohde M, Larsen J, Eriksen B, Thomsen JL.",J Forensic Leg Med. 2007 Apr;14(3):159-60. doi: 10.1016/j.jcfm.2006.05.003. Epub 2006 Jul 28.,Kaarstad K,J Forensic Leg Med,2007,2006/08/01,,,10.1016/j.jcfm.2006.05.003
544,38031172,Young patients' involvement in a composite endpoint method development on acceptability for paediatric oral dosage forms,"Reidemeister S, Nafria Escalera B, Marín D, Balayla J, Klingmann I, Klingmann V.",Res Involv Engagem. 2023 Nov 29;9(1):108. doi: 10.1186/s40900-023-00520-8.,Reidemeister S,Res Involv Engagem,2023,2023/11/30,PMC10688476,,10.1186/s40900-023-00520-8
545,32216772,Establishing a normative database for quantitative pupillometry in the pediatric population,"Shah SS, Ranaivo HR, Mets-Halgrimson RB, Rychlik K, Kurup SP.",BMC Ophthalmol. 2020 Mar 26;20(1):121. doi: 10.1186/s12886-020-01389-x.,Shah SS,BMC Ophthalmol,2020,2020/03/29,PMC7098071,,10.1186/s12886-020-01389-x
546,29705973,Review of autopsy reports of deaths relating to fire in South Australia 2000-2015,"Sully CJ, Walker GS, Langlois NEI.",Forensic Sci Med Pathol. 2018 Jun;14(2):180-187. doi: 10.1007/s12024-018-9981-y. Epub 2018 Apr 28.,Sully CJ,Forensic Sci Med Pathol,2018,2018/04/30,,,10.1007/s12024-018-9981-y
547,7175881,"Hyperkinesis, nutrition, and the Feingold diet: implications for rehabilitation specialists","Lindsey JD, Frith GH.",J Rehabil. 1982 Jul-Sep;48(3):69-71.,Lindsey JD,J Rehabil,1982,1982/07/01,,,
548,18439198,Internationalizing the Broselow tape: how reliable is weight estimation in Indian children,"Ramarajan N, Krishnamoorthi R, Strehlow M, Quinn J, Mahadevan SV.",Acad Emerg Med. 2008 May;15(5):431-6. doi: 10.1111/j.1553-2712.2008.00081.x.,Ramarajan N,Acad Emerg Med,2008,2008/04/29,,,10.1111/j.1553-2712.2008.00081.x
549,32387532,The eyes of the angel of death: Ophthalmic experiments of Josef Mengele,"Halioua B, Marmor MF.",Surv Ophthalmol. 2020 Nov-Dec;65(6):744-748. doi: 10.1016/j.survophthal.2020.04.007. Epub 2020 May 7.,Halioua B,Surv Ophthalmol,2020,2020/05/11,,,10.1016/j.survophthal.2020.04.007
550,7305203,Documentation in pediatric laryngology,Benjamin B.,Ann Otol Rhinol Laryngol. 1981 Sep-Oct;90(5 Pt 1):478-82. doi: 10.1177/000348948109000513.,Benjamin B,Ann Otol Rhinol Laryngol,1981,1981/09/01,,,10.1177/000348948109000513
551,30486898,"Prevalence of color vision deficiency among school children in Wolkite, Southern Ethiopia","Woldeamanuel GG, Geta TG.",BMC Res Notes. 2018 Nov 28;11(1):838. doi: 10.1186/s13104-018-3943-z.,Woldeamanuel GG,BMC Res Notes,2018,2018/11/30,PMC6263558,,10.1186/s13104-018-3943-z
552,19863741,"School-aged children's experiences of postoperative music medicine on pain, distress, and anxiety","Nilsson S, Kokinsky E, Nilsson U, Sidenvall B, Enskär K.",Paediatr Anaesth. 2009 Dec;19(12):1184-90. doi: 10.1111/j.1460-9592.2009.03180.x. Epub 2009 Oct 23.,Nilsson S,Paediatr Anaesth,2009,2009/10/30,,,10.1111/j.1460-9592.2009.03180.x
553,23201465,Virtual forensic anthropology: Novel applications of anthropometry and technology in a child death case,"Davy-Jow SL, Lees DM, Russell S.",Forensic Sci Int. 2013 Jan 10;224(1-3):e7-10. doi: 10.1016/j.forsciint.2012.11.002. Epub 2012 Nov 29.,Davy-Jow SL,Forensic Sci Int,2013,2012/12/04,,,10.1016/j.forsciint.2012.11.002
554,34648076,Impact of Racial Discrimination on the Mental Health of Minoritized Youth,"Njoroge WFM, Forkpa M, Bath E.",Curr Psychiatry Rep. 2021 Oct 14;23(12):81. doi: 10.1007/s11920-021-01297-x.,Njoroge WFM,Curr Psychiatry Rep,2021,2021/10/14,,,10.1007/s11920-021-01297-x
555,38946535,Parental political engagement and self-efficacy: An exploratory study,"Randolph C, Needlman R, Hutchinson E.",Am J Community Psychol. 2024 Jul 1. doi: 10.1002/ajcp.12761. Online ahead of print.,Randolph C,Am J Community Psychol,2024,2024/07/01,,,10.1002/ajcp.12761
556,14060101,CONE DYSFUNCTION SYNDROMES,"GOODMAN G, RIPPS H, SIEGEL IM.",Arch Ophthalmol. 1963 Aug;70:214-31. doi: 10.1001/archopht.1963.00960050216013.,GOODMAN G,Arch Ophthalmol,1963,1963/08/01,,,10.1001/archopht.1963.00960050216013
557,10602866,The diagnostic value of intrarenal colour duplex Doppler ultrasonography in children with lower urinary tract infection,"Akdilli A, Karaman CZ, Başak O, Aydoğdu A.",Pediatr Radiol. 1999 Dec;29(12):897-900. doi: 10.1007/s002470050720.,Akdilli A,Pediatr Radiol,1999,1999/12/22,,,10.1007/s002470050720
558,26152499,[Radiological diagnostics of pediatric lungs],"Beer M, Ammann B.",Radiologe. 2015 Jul;55(7):554-60. doi: 10.1007/s00117-014-2775-7.,Beer M,Radiologe,2015,2015/07/09,,,10.1007/s00117-014-2775-7
559,30096460,"A comparison of four different imaging modalities - Conventional, cross polarized, infra-red and ultra-violet in the assessment of childhood bruising","Trefan L, Harris C, Evans S, Nuttall D, Maguire S, Kemp AM.",J Forensic Leg Med. 2018 Oct;59:30-35. doi: 10.1016/j.jflm.2018.07.015. Epub 2018 Aug 4.,Trefan L,J Forensic Leg Med,2018,2018/08/11,PMC6125673,,10.1016/j.jflm.2018.07.015
560,33935287,"Metal-mixtures in toenails of children living near an active industrial facility in Los Angeles County, California","Van Horne YO, Farzan SF, Johnston JE.",J Expo Sci Environ Epidemiol. 2021 May;31(3):427-441. doi: 10.1038/s41370-021-00330-8. Epub 2021 May 2.,Van Horne YO,J Expo Sci Environ Epidemiol,2021,2021/05/03,PMC8893014,NIHMS1776388,10.1038/s41370-021-00330-8
561,7416339,An index of severity for acute pediatric illness,Nelson KG.,Am J Public Health. 1980 Aug;70(8):804-7. doi: 10.2105/ajph.70.8.804.,Nelson KG,Am J Public Health,1980,1980/08/01,PMC1619610,,10.2105/ajph.70.8.804
562,11774165,Telehematopathology in a clinical consultative practice,"Fisher SI, Nandedkar MA, Williams BH, Abbondanzo SL.",Hum Pathol. 2001 Dec;32(12):1327-33. doi: 10.1053/hupa.2001.29654.,Fisher SI,Hum Pathol,2001,2002/01/05,,,10.1053/hupa.2001.29654
563,16731453,Promoting family meals in WIC: lessons learned from a statewide initiative,"Johnson DB, Birkett D, Evens C, Pickering S.",J Nutr Educ Behav. 2006 May-Jun;38(3):177-82. doi: 10.1016/j.jneb.2005.11.032.,Johnson DB,J Nutr Educ Behav,2006,2006/05/30,,,10.1016/j.jneb.2005.11.032
564,28841823,'My child did not like using sun protection': practices and perceptions of child sun protection among rural black African mothers,"Kunene Z, Albers PN, Lucas RM, Banwell C, Mathee A, Wright CY.",BMC Public Health. 2017 Aug 25;17(1):677. doi: 10.1186/s12889-017-4688-7.,Kunene Z,BMC Public Health,2017,2017/08/27,PMC5574151,,10.1186/s12889-017-4688-7
565,14118421,[CONSIDERATIONS ON VISUAL DEFECTS FOUND IN THE SCHOOL POPULATION OF THE TOWN OF CARRARA IN THE SCHOOL-YEARS 1961-1962 AND 1962-1963],"BARGHINI G, BASSANO L, BASSANI A, LAZZERINI A.",Riv Ital Ig. 1963 Jul-Aug;23:317-24.,BARGHINI G,Riv Ital Ig,1963,1963/07/01,,,
566,15718616,Developing multimedia software and virtual reality worlds and their use in rehabilitation and psychology,"Sik Lányi C, Laky V, Tilinger A, Pataky I, Simon L, Kiss B, Simon V, Szabó J, Páll A.",Stud Health Technol Inform. 2004;105:273-84.,Sik Lányi C,Stud Health Technol Inform,2004,2005/02/19,,,
567,12320383,The Butajira Rural Health Project in Ethiopia: mothers' perceptions and practices in the care of children with acute respiratory infections,"Muhe L, Kidane Y, Shamebo D, Krantz I, Freij L.",Int J Health Sci. 1994;5(3):99-103.,Muhe L,Int J Health Sci,1994,1994/01/01,,,
568,33687494,Cochlear signal alterations using pseudo-color perceptual enhancement for patients with sensorineural hearing loss,"Whitehead MT, Guillot LM, Reilly BK.",Pediatr Radiol. 2021 Jul;51(8):1448-1456. doi: 10.1007/s00247-021-04987-z. Epub 2021 Mar 9.,Whitehead MT,Pediatr Radiol,2021,2021/03/09,,,10.1007/s00247-021-04987-z
569,18493144,Scintigraphic imaging of paediatric thyroid dysfunction,"Clerc J, Monpeyssen H, Chevalier A, Amegassi F, Rodrigue D, Leger FA, Richard B.",Horm Res. 2008;70(1):1-13. doi: 10.1159/000129672. Epub 2008 May 21.,Clerc J,Horm Res,2008,2008/05/22,,,10.1159/000129672
570,1746713,[The potentialities of EEG analysis using the Lifescan in anesthesiology],Erdmann K.,Anaesthesist. 1991 Oct;40(10):570-6.,Erdmann K,Anaesthesist,1991,1991/10/01,,,
571,27312004,QUESTION 1: Teething issues: can doxycycline be safely used in young children?,"Boast A, Curtis N, Gwee A.",Arch Dis Child. 2016 Aug;101(8):772-4. doi: 10.1136/archdischild-2016-310964. Epub 2016 Jun 16.,Boast A,Arch Dis Child,2016,2016/06/18,,,10.1136/archdischild-2016-310964
572,22711200,Role of plastic surgeons in hepatic artery anastomosis in living donor liver transplantation: our experience of 10 cases,"Mangal M, Gambhir S, Gupta A, Shah A.",J Reconstr Microsurg. 2012 Jul;28(6):359-62. doi: 10.1055/s-0032-1313763. Epub 2012 Jun 18.,Mangal M,J Reconstr Microsurg,2012,2012/06/20,,,10.1055/s-0032-1313763
573,34537405,Color Change of Intranasal Fluorescein Cannot Detect Cerebrospinal Fluid Leaks,"Pool CD, Patel VA, Hwang G, Barr J, Goyal N.",World Neurosurg. 2021 Dec;156:e243-e248. doi: 10.1016/j.wneu.2021.09.042. Epub 2021 Sep 17.,Pool CD,World Neurosurg,2021,2021/09/19,,,10.1016/j.wneu.2021.09.042
574,9854834,Morphological changes in traumatized skeletal muscle: the appearance of 'opaque fibers' of cervical muscles as evidence of compression of the neck,Tabata N.,Forensic Sci Int. 1998 Sep 28;96(2-3):197-214. doi: 10.1016/s0379-0738(98)00125-x.,Tabata N,Forensic Sci Int,1998,1998/12/17,,,10.1016/s0379-0738(98)00125-x
575,33387290,Smartphone App for monitoring Asthma in children and adolescents,"Mayoral K, Garin O, Caballero-Rabasco MA, Praena-Crespo M, Bercedo A, Hernandez G, Castillo J, Lizano Barrantes C, Pardo Y, Ferrer M; ARCA group.",Qual Life Res. 2021 Nov;30(11):3127-3144. doi: 10.1007/s11136-020-02706-z. Epub 2021 Jan 2.,Mayoral K,Qual Life Res,2021,2021/01/02,,,10.1007/s11136-020-02706-z
576,31279771,"Automated therapy preparation of isoleucine formulations using 3D printing for the treatment of MSUD: First single-centre, prospective, crossover study in patients","Goyanes A, Madla CM, Umerji A, Duran Piñeiro G, Giraldez Montero JM, Lamas Diaz MJ, Gonzalez Barcia M, Taherali F, Sánchez-Pintos P, Couce ML, Gaisford S, Basit AW.",Int J Pharm. 2019 Aug 15;567:118497. doi: 10.1016/j.ijpharm.2019.118497. Epub 2019 Jul 4.,Goyanes A,Int J Pharm,2019,2019/07/08,,,10.1016/j.ijpharm.2019.118497
577,26350492,Investigation of vibration-induced artifact in clinical diffusion-weighted imaging of pediatric subjects,"Berl MM, Walker L, Modi P, Irfanoglu MO, Sarlls JE, Nayak A, Pierpaoli C.",Hum Brain Mapp. 2015 Dec;36(12):4745-57. doi: 10.1002/hbm.22846. Epub 2015 Sep 9.,Berl MM,Hum Brain Mapp,2015,2015/09/10,PMC4715600,NIHMS693069,10.1002/hbm.22846
578,21851476,Predictive factors for difficult intravenous cannulation in pediatric patients at a tertiary pediatric hospital,"Cuper NJ, de Graaff JC, van Dijk AT, Verdaasdonk RM, van der Werff DB, Kalkman CJ.",Paediatr Anaesth. 2012 Mar;22(3):223-9. doi: 10.1111/j.1460-9592.2011.03685.x. Epub 2011 Aug 18.,Cuper NJ,Paediatr Anaesth,2012,2011/08/20,,,10.1111/j.1460-9592.2011.03685.x
579,9293702,Oral condition of patients with leukemia and lymphoma,"Orbak R, Orbak Z.",J Nihon Univ Sch Dent. 1997 Jun;39(2):67-70. doi: 10.2334/josnusd1959.39.67.,Orbak R,J Nihon Univ Sch Dent,1997,1997/06/01,,,10.2334/josnusd1959.39.67
580,30193746,Forensic thanatology and the pink tooth phenomenon: From the lack of relation with the cause of death to a potential evidence of cadaveric decomposition in dental autopsies - Case series,"Franco A, Mendes SDSC, Picoli FF, Rodrigues LG, Silva RF.",Forensic Sci Int. 2018 Oct;291:e8-e12. doi: 10.1016/j.forsciint.2018.08.011. Epub 2018 Aug 18.,Franco A,Forensic Sci Int,2018,2018/09/09,,,10.1016/j.forsciint.2018.08.011
581,39465860,Diagnostic efficacy and value of ultrasound in children's scrotal testicular torsion: A retrospective analysis,"Zeng C, Fang L, Li W, Chen H.",Medicine (Baltimore). 2024 Oct 11;103(41):e39884. doi: 10.1097/MD.0000000000039884.,Zeng C,Medicine (Baltimore),2024,2024/10/28,PMC11479483,,10.1097/MD.0000000000039884
582,34797259,"Leveraging Collective Impact to Address Structural Racism in Buncombe County, North Carolina","Hunter DM, Mpofu Z.",J Public Health Manag Pract. 2022 Jan-Feb 01;28(Suppl 1):S38-S42. doi: 10.1097/PHH.0000000000001434.,Hunter DM,J Public Health Manag Pract,2022,2021/11/19,,,10.1097/PHH.0000000000001434
583,19861468,Social inequality and racial discrimination: risk factors for health disparities in children of color,"Sanders-Phillips K, Settles-Reaves B, Walker D, Brownlow J.",Pediatrics. 2009 Nov;124 Suppl 3:S176-86. doi: 10.1542/peds.2009-1100E.,Sanders-Phillips K,Pediatrics,2009,2009/10/29,,,10.1542/peds.2009-1100E
584,21232725,Outcomes of transcatheter occlusion of patent ductus arteriosus in infants weighing ≤ 6 kg,"Dimas VV, Takao C, Ing FF, Mattamal R, Nugent AW, Grifka RG, Mullins CE, Justino H.",JACC Cardiovasc Interv. 2010 Dec;3(12):1295-9. doi: 10.1016/j.jcin.2010.08.022.,Dimas VV,JACC Cardiovasc Interv,2010,2011/01/15,,,10.1016/j.jcin.2010.08.022
585,35897162,Associations between Paternal Co-residence and Child Health among African American Children,"Barcelona V, Flowers A, Caceres BA, Crusto CA, Taylor JY.",West J Nurs Res. 2023 Mar;45(3):201-207. doi: 10.1177/01939459221115152. Epub 2022 Jul 27.,Barcelona V,West J Nurs Res,2023,2022/07/28,PMC9880248,NIHMS1829447,10.1177/01939459221115152
586,30074689,"The Pediatric Ophthalmic Examination: Challenges and Strategies,Part I","Nasser O, Dumitrescu A, Larson SA.",Insight. 2017 Winter;42(1):23-26.,Nasser O,Insight,2017,2018/08/04,,,
587,37548911,Drug Use and Human Milk: Legal and Child Welfare Considerations,"Reed A, Redmon-Greene J, Thompson H, Lusero I.",Matern Child Health J. 2023 Dec;27(12):2059-2063. doi: 10.1007/s10995-023-03743-z. Epub 2023 Aug 7.,Reed A,Matern Child Health J,2023,2023/08/07,,,10.1007/s10995-023-03743-z
588,12429875,Dietary restraint and stress-induced snacking in youth,"Roemmich JN, Wright SM, Epstein LH.",Obes Res. 2002 Nov;10(11):1120-6. doi: 10.1038/oby.2002.152.,Roemmich JN,Obes Res,2002,2002/11/14,,,10.1038/oby.2002.152
589,21519532,Are Teacher Ratings and Parent Ratings Differently Associated with Children's Intelligence and Cognitive Performance?,"Cho SC, Kim HW, Kim BN, Shin MS, Yoo HJ, Kim JW, Bhang SY, Cho IH.",Psychiatry Investig. 2011 Mar;8(1):15-21. doi: 10.4306/pi.2011.8.1.15. Epub 2010 Dec 3.,Cho SC,Psychiatry Investig,2011,2011/04/27,PMC3079181,,10.4306/pi.2011.8.1.15
590,18591524,The effect of vapocoolant spray on pain due to intravenous cannulation in children: a randomized controlled trial,"Farion KJ, Splinter KL, Newhook K, Gaboury I, Splinter WM.",CMAJ. 2008 Jul 1;179(1):31-6. doi: 10.1503/cmaj.070874.,Farion KJ,CMAJ,2008,2008/07/02,PMC3267474,,10.1503/cmaj.070874
591,32376107,Vaccine indicator and reminder band to improve demand for vaccination in Northern Nigeria: A qualitative evaluation of implementation outcomes,"Obi-Jeff C, Rakhshani NS, Bello-Malabu JI, Nwangwu C, Nwaononiwu E, Eboreime E, Wonodi C.",Vaccine. 2020 May 27;38(26):4191-4199. doi: 10.1016/j.vaccine.2020.04.025. Epub 2020 May 4.,Obi-Jeff C,Vaccine,2020,2020/05/08,,,10.1016/j.vaccine.2020.04.025
592,25912623,Combined effects of prenatal polycyclic aromatic hydrocarbons and material hardship on child IQ,"Vishnevetsky J, Tang D, Chang HW, Roen EL, Wang Y, Rauh V, Wang S, Miller RL, Herbstman J, Perera FP.",Neurotoxicol Teratol. 2015 May-Jun;49:74-80. doi: 10.1016/j.ntt.2015.04.002. Epub 2015 Apr 23.,Vishnevetsky J,Neurotoxicol Teratol,2015,2015/04/28,PMC4458400,NIHMS683972,10.1016/j.ntt.2015.04.002
593,9652179,Transcatheter closure of patent ductus arteriosus using detachable spring coils,"Chee AK, Heng JT, Wong KY.",Singapore Med J. 1998 Feb;39(2):64-8.,Chee AK,Singapore Med J,1998,1998/07/04,,,
594,27266535,"The Continuum of Disclosure: Exploring Factors Predicting Tentative Disclosure of Child Sexual Abuse Allegations During Forensic Interviews and the Implications for Practice, Policy, and Future Research",Anderson GD.,J Child Sex Abus. 2016 May-Jun;25(4):382-402. doi: 10.1080/10538712.2016.1153559.,Anderson GD,J Child Sex Abus,2016,2016/06/09,,,10.1080/10538712.2016.1153559
595,1390519,Alice in Wonderland syndrome as an initial manifestation of Epstein-Barr virus infection,"Cinbis M, Aysun S.",Br J Ophthalmol. 1992 May;76(5):316. doi: 10.1136/bjo.76.5.316.,Cinbis M,Br J Ophthalmol,1992,1992/05/01,PMC504267,,10.1136/bjo.76.5.316
596,12404874,[Epidemiology of scorpion envenomations in the pediatric service of the Agadez hospital center (Niger) in 1999],"Attamo H, Diawara NA, Garba A.",Bull Soc Pathol Exot. 2002 Aug;95(3):209-11.,Attamo H,Bull Soc Pathol Exot,2002,2002/10/31,,,
597,29339115,"Toddler drinks, formulas, and milks: Labeling practices and policy implications","Pomeranz JL, Romo Palafox MJ, Harris JL.",Prev Med. 2018 Apr;109:11-16. doi: 10.1016/j.ypmed.2018.01.009. Epub 2018 Jan 12.,Pomeranz JL,Prev Med,2018,2018/01/18,,,10.1016/j.ypmed.2018.01.009
598,19278139,Assessment of the triage system in a pediatric emergency department. A pilot study on critical codes,"Piccotti E, Magnani M, Tubino B, Sartini M, Di Pietro P.",J Prev Med Hyg. 2008 Sep;49(3):120-3.,Piccotti E,J Prev Med Hyg,2008,2009/03/13,,,
